Metric,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,5,-21,22
  └─ Profit from operations,32.03,37.23,46.61
  └─ Receivables,10.86,-19.91,23.66
  └─ Inventory,-36.91,-33.87,-40.40
  └─ Payables,0.60,-2.44,-4.29
  └─ Other WC items,0.80,-0.20,-0.13
  └─ Working capital changes,-24.64,-56.42,-21.16
  └─ Direct taxes,-2.75,-2.02,-2.97
Cash from Investing Activity,-4,-8,-15
  └─ Fixed assets purchased,-3.31,-2.21,-15.12
  └─ Fixed assets sold,0.00,0.00,0.04
  └─ Capital WIP,0.00,-3.73,3.73
  └─ Interest received,0.17,0.43,0.46
  └─ Other investing items,-0.44,-2.93,-3.65
Cash from Financing Activity,-8,30,-8
  └─ Proceeds from shares,0.00,52.50,0.00
  └─ Proceeds from borrowings,15.02,0.00,22.53
  └─ Repayment of borrowings,-4.76,-2.80,-10.18
  └─ Interest paid fin,-18.46,-19.82,-18.73
  └─ Dividends paid,0.00,0.00,-1.86
Net Cash Flow,-7,0,-0
  └─ Free Cash Flow,1,-27,11
  └─ CFO/OP,24%,-53%,55%
