Metric,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025
Cash from Operating Activity,0.17,-0.50,-2.05,-0.83,4.51,6.68
  └─ Profit from operations,0.39,1.02,2.13,3.95,2.20,0.29
  └─ Receivables,0.12,-1.36,-2.45,-4.48,-3.17,2.23
  └─ Inventory,0.00,0.00,0.00,0.00,0.02,-8.66
  └─ Payables,1.15,2.04,-0.52,1.09,-0.28,2.61
  └─ Loans Advances,-1.49,-2.21,-1.10,-1.40,0.11,-0.50
  └─ Other WC items,0.00,0.00,0.00,0.00,5.64,10.84
  └─ Working capital changes,-0.21,-1.52,-4.08,-4.79,2.31,6.52
  └─ Direct taxes,-0.01,0.00,-0.10,0.01,0.01,-0.13
Cash from Investing Activity,-0.20,-0.13,-1.52,-1.57,-7.55,-3.67
  └─ Fixed assets purchased,-0.20,-0.04,-0.37,-1.60,-7.42,-3.65
  └─ Investments purchased,0.00,-0.10,-1.16,0.00,-0.06,-0.03
  └─ Investments sold,0.00,0.00,0.00,0.05,0.00,0.00
  └─ Other investing items,0.00,0.00,0.00,-0.03,-0.07,0.00
Cash from Financing Activity,0.01,0.84,3.41,2.65,5.76,-4.28
  └─ Proceeds from shares,0.00,0.00,0.00,0.14,6.71,0.00
  └─ Proceeds from borrowings,0.02,1.04,3.78,3.64,0.73,0.90
  └─ Repayment of borrowings,0.00,0.00,0.00,0.00,-0.03,-3.26
  └─ Interest paid fin,-0.01,-0.19,-0.38,-1.13,-1.66,-1.92
Net Cash Flow,-0.03,0.21,-0.17,0.25,2.72,-1.27
  └─ Free Cash Flow,-0.03,-0.54,-2.42,-2.43,-2.91,3.03
  └─ CFO/OP,46%,-57%,-103%,-22%,239%,-1001%
