Metric,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,541,1177,802,633,945,1266,1351,1118
  └─ Profit from operations,967,1124,1132,1074,1496,1714,1685,1650
  └─ Receivables,12,113,-135,-5,-94,-217,-128,18
  └─ Inventory,-12,-82,-296,-366,-92,-2,-247,-319
  └─ Payables,-77,102,144,68,-66,86,233,93
  └─ Other WC items,-108,155,157,61,-43,24,139,-18
  └─ Working capital changes,-184,289,-130,-242,-295,-109,-3,-226
  └─ Direct taxes,-242,-236,-200,-199,-256,-338,-331,-306
Cash from Investing Activity,-448,-830,-616,-482,-773,-1020,-1132,-924
  └─ Fixed assets purchased,-528,-701,-497,-761,-511,-871,-1200,-1341
  └─ Fixed assets sold,0,2,0,1,1,3,8,3
  └─ Investments purchased,-1025,-1480,-1460,-1344,-2828,-3796,-4268,-4632
  └─ Investments sold,1045,1357,1345,1558,2635,3783,4325,4873
  └─ Interest received,4,3,4,5,2,1,2,2
  └─ Dividends received,0,0,0,0,0,0,0,0
  └─ Other investing items,56,-10,-9,60,-71,-140,2,171
Cash from Financing Activity,-92,-364,-122,-213,-112,-242,-160,-126
  └─ Proceeds from borrowings,0,0,0,0,0,0,144,1190
  └─ Repayment of borrowings,-5,-12,-12,-11,-11,-58,-53,-1059
  └─ Interest paid fin,-1,-5,-4,-7,-16,-18,-26,-26
  └─ Dividends paid,-85,-331,-85,-171,-58,-137,-190,-194
  └─ Financial liabilities,0,-16,-20,-25,-27,-30,-34,-38
Net Cash Flow,2,-18,64,-62,60,3,59,68
  └─ Free Cash Flow,13,477,306,-126,435,397,159,-220
  └─ CFO/OP,82%,129%,90%,81%,83%,96%,104%,95%
