Metric,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,-5,1,8,-9,31,62,106,106,61,-20,-32
  └─ Profit from operations,13,16,26,22,33,30,52,52,81,106,131
  └─ Receivables,2,-2,0,-9,7,-2,4,4,-0,-0,-1
  └─ Inventory,-19,37,-31,-98,-102,-71,-50,-50,-138,-158,-264
  └─ Payables,5,-1,2,8,-5,6,-11,-11,-2,6,9
  └─ Loans Advances,-3,3,0,0,0,0,0,0,0,0,-2
  └─ Other WC items,-1,-51,14,71,101,102,119,119,132,40,107
  └─ Working capital changes,-15,-13,-14,-28,2,36,62,62,-9,-113,-150
  └─ Direct taxes,-2,-3,-3,-3,-3,-3,-7,-7,-10,-13,-14
Cash from Investing Activity,-6,-6,-27,-9,-7,-5,-76,-77,-88,-39,-25
  └─ Fixed assets purchased,-5.34,-5.39,-7.29,-13.12,-3.56,-9.26,-38.73,-38.73,-33.88,-47.91,-19.64
  └─ Fixed assets sold,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.07,0.00,0.11,0.00
  └─ Investments purchased,-1.04,-1.14,0.00,0.00,-4.00,0.00,-38.39,-38.39,-57.99,0.00,-6.88
  └─ Investments sold,0.00,0.00,0.00,0.00,0.00,3.80,0.00,0.00,0.00,5.50,0.00
  └─ Interest received,0.06,0.10,0.17,0.25,0.11,0.36,0.79,0.79,3.79,3.64,1.53
  └─ Other investing items,0.00,0.00,-20.34,3.89,0.00,0.00,0.00,-0.27,0.00,0.00,0.00
Cash from Financing Activity,5,7,30,14,-22,-54,-16,-16,81,-14,128
  └─ Proceeds from shares,0,0,0,0,0,11,0,0,0,0,75
  └─ Proceeds from debentures,0,0,3,0,0,0,0,0,0,0,0
  └─ Proceeds from borrowings,11,13,35,22,12,0,9,9,89,45,48
  └─ Repayment of borrowings,0,0,0,0,-21,-53,-18,-18,0,-45,0
  └─ Interest paid fin,-5,-7,-8,-8,-13,-10,-5,-5,-7,-13,-15
  └─ Dividends paid,0,0,0,0,0,-1,-1,-1,0,-1,0
  └─ Other financing items,0,0,0,0,0,0,0,0,0,0,20
Net Cash Flow,-6,1,11,-4,2,4,14,14,55,-73,71
  └─ Free Cash Flow,-10,-5,1,-22,28,53,68,68,28,-68,-52
  └─ CFO/OP,-23%,19%,45%,-26%,104%,201%,232%,194%,95%,-7%,-15%
