Metric,Mar 2019,Mar 2020,Mar 2021
Cash from Operating Activity,6.55,-2.10,0.31
  └─ Profit from operations,3.27,1.45,4.36
  └─ Receivables,-4.37,3.49,-0.50
  └─ Inventory,-0.19,-0.87,-0.94
  └─ Payables,7.97,-6.10,-2.36
  └─ Other WC items,-0.13,0.00,-0.24
  └─ Working capital changes,3.28,-3.47,-4.04
  └─ Direct taxes,0.00,-0.07,0.00
Cash from Investing Activity,-7.26,2.90,0.38
  └─ Fixed assets purchased,-8.60,-0.40,-0.34
  └─ Fixed assets sold,1.30,3.21,0.69
  └─ Interest received,0.04,0.08,0.03
Cash from Financing Activity,0.41,-1.75,-0.09
  └─ Proceeds from borrowings,1.00,0.00,0.40
  └─ Repayment of borrowings,0.00,-1.15,0.00
  └─ Interest paid fin,-0.59,-0.60,-0.49
Net Cash Flow,-0.29,-0.95,0.60
  └─ Free Cash Flow,-0.75,0.71,0.66
  └─ CFO/OP,243%,-1015%,-30%
