Metric,Mar 2019,Mar 2020
Cash from Operating Activity,-4.88,-0.68
  └─ Profit from operations,-2.13,-1.31
  └─ Other WC items,-2.75,0.62
  └─ Working capital changes,-2.75,0.62
Cash from Investing Activity,22.50,1.37
  └─ Fixed assets sold,22.48,1.37
  └─ Interest received,0.03,0.00
  └─ Acquisition of companies,-0.01,0.00
Cash from Financing Activity,-17.61,-0.75
  └─ Proceeds from borrowings,0.00,0.33
  └─ Repayment of borrowings,-17.61,-1.07
Net Cash Flow,0.01,-0.06
  └─ Free Cash Flow,17.60,0.69
  └─ CFO/OP,225%,52%
