Metric,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,32,14,11,72,135,233
  └─ Profit from operations,45,37,60,113,180,266
  └─ Receivables,-10,-36,-54,-51,-67,-69
  └─ Inventory,-2,3,-11,1,0,-5
  └─ Payables,-4,1,5,18,40,33
  └─ Other WC items,-11,13,7,-2,-17,36
  └─ Working capital changes,-27,-18,-53,-33,-44,-6
  └─ Direct taxes,0,-5,5,-8,-1,-27
  └─ Advance tax,13,0,0,0,0,0
Cash from Investing Activity,-62,-130,-76,-52,-125,-410
  └─ Fixed assets purchased,-61,-79,-74,-80,-101,-119
  └─ Fixed assets sold,0,0,0,0,0,0
  └─ Investments purchased,0,0,0,0,-50,-128
  └─ Investments sold,0,0,0,0,0,16
  └─ Interest received,5,3,7,7,13,8
  └─ Investment in group cos,0,0,0,0,0,-4
  └─ Acquisition of companies,-19,-5,-6,0,0,0
  └─ Other investing items,13,-48,-2,21,13,-182
Cash from Financing Activity,36,121,60,27,54,157
  └─ Proceeds from shares,1,180,2,1,98,390
  └─ Proceeds from borrowings,18,18,81,74,8,0
  └─ Repayment of borrowings,-8,-40,0,-25,-25,-203
  └─ Interest paid fin,-7,-10,-16,-17,-19,-18
  └─ Financial liabilities,-1,-2,-4,-6,-8,-12
  └─ Other financing items,33,-26,-3,0,0,0
Net Cash Flow,5,6,-4,47,65,-21
  └─ Free Cash Flow,-29,-64,-62,-8,35,113
  └─ CFO/OP,49%,119%,14%,80%,82%,116%
