Metric,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,163,175,233,288,210,318,674
  └─ Profit from operations,191,205,297,396,529,805,1134
  └─ Receivables,-4,0,-19,-63,40,-203,-135
  └─ Inventory,0,0,0,0,1,1,0
  └─ Payables,-4,-5,2,11,-20,33,20
  └─ Other WC items,7,4,-3,18,-247,-201,-156
  └─ Working capital changes,-0,-1,-20,-33,-226,-371,-271
  └─ Direct taxes,-28,-29,-44,-75,-93,-116,-190
Cash from Investing Activity,-79,-167,-82,-158,-1137,241,-210
  └─ Fixed assets purchased,-12,-7,-11,-9,-33,-42,-61
  └─ Fixed assets sold,0,0,0,0,0,1,0
  └─ Investments purchased,0,-10,0,-16,-70,0,0
  └─ Investments sold,0,0,0,0,41,151,0
  └─ Interest received,4,6,11,24,35,26,0
  └─ Acquisition of companies,0,0,0,0,-1412,-64,0
  └─ Other investing items,-72,-155,-83,-157,300,170,-149
Cash from Financing Activity,-41,-37,-59,-152,780,-389,-412
  └─ Proceeds from shares,1,2,4,15,3,67,16
  └─ Redemption of debentures,-0,0,0,0,0,0,0
  └─ Proceeds from borrowings,0,0,0,0,1033,0,439
  └─ Repayment of borrowings,-0,0,0,0,-33,-328,-785
  └─ Interest paid fin,-7,-7,-6,-14,-41,-84,-47
  └─ Dividends paid,-23,-19,-44,0,-165,0,0
  └─ Financial liabilities,-11,-11,-12,-14,-16,-21,-34
  └─ Other financing items,0,-1,-0,-140,-0,-23,0
Net Cash Flow,43,-28,92,-22,-147,170,52
  └─ Free Cash Flow,152,168,222,280,177,276,613
  └─ CFO/OP,118%,100%,93%,93%,58%,56%,80%
