Metric,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,54,45,55,93,31,40,38
  └─ Profit from operations,60.41,29.49,63.15,110.96,55.69,48.36,31.85
  └─ Receivables,6.28,-5.64,-7.51,-0.62,0.74,0.38,-3.29
  └─ Inventory,-0.27,-0.79,-2.55,-5.10,0.93,-11.17,1.28
  └─ Payables,-1.75,7.46,8.08,0.99,6.64,9.36,8.88
  └─ Other WC items,-3.84,6.53,-0.21,0.78,-23.49,-0.82,0.39
  └─ Working capital changes,0.42,7.56,-2.19,-3.95,-15.18,-2.25,7.25
  └─ Direct taxes,-6.60,8.38,-6.05,-14.42,-9.16,-6.20,0.00
  └─ Other operating items,0.00,0.00,0.00,0.00,0.00,0.00,-1.01
Cash from Investing Activity,-58,-6,-21,-48,-110,-86,-81
  └─ Fixed assets purchased,-62,-7,-20,-58,-92,-113,-91
  └─ Fixed assets sold,5,0,1,5,0,2,15
  └─ Investments purchased,-1,0,0,0,0,-0,-4
  └─ Investments sold,0,0,0,0,0,0,0
  └─ Interest received,0,0,1,2,3,1,0
  └─ Other investing items,-0,0,-3,3,-21,24,-0
Cash from Financing Activity,3,-16,-25,-9,16,59,31
  └─ Proceeds from shares,0,1,1,1,1,1,0
  └─ Proceeds from borrowings,14,0,0,0,18,71,57
  └─ Repayment of borrowings,-6,-12,-24,-7,-0,-6,-17
  └─ Interest paid fin,-3,-3,-1,-0,-1,-5,-7
  └─ Dividends paid,-2,-2,-0,-2,-2,-2,-2
  └─ Financial liabilities,-0,-0,-0,-0,-0,-0,-1
Net Cash Flow,-1,23,9,36,-62,13,-12
  └─ Free Cash Flow,-4,38,35,40,-60,-71,-38
  └─ CFO/OP,110%,157%,107%,97%,74%,104%,140%
