Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2013
Cash from Operating Activity,-895,-199,205,,7,-7,1,-9,-3,-2,-1,-1,
  └─ Profit from operations,45.60,-34.75,-14.65,,-11.10,-28.57,-7.24,-8.33,-8.43,-5.61,-3.53,-1.93,200.51
  └─ Receivables,-774.22,-151.50,206.48,,-16.89,26.63,10.10,10.46,1.78,0.53,0.92,0.67,-505.28
  └─ Inventory,-7.54,25.00,16.95,,-0.16,0.34,0.03,0.00,0.19,0.01,0.00,0.00,26.01
  └─ Payables,-90.19,-50.15,30.58,,968.95,2.73,-2.58,0.62,0.82,-0.05,-0.14,-2.27,41.38
  └─ Loans Advances,-62.61,15.57,-41.23,,-983.11,-17.11,0.61,-0.01,-0.03,-0.02,0.05,-0.05,16.04
  └─ Other WC items,12.30,-0.69,0.07,,43.89,10.30,-4.92,-13.91,-0.09,3.31,2.00,2.76,17.45
  └─ Working capital changes,-922.26,-161.78,212.86,,12.68,22.89,3.23,-2.84,2.68,3.78,2.83,1.11,-404.40
  └─ Direct taxes,-18.07,4.82,20.91,,5.63,-1.47,5.38,1.83,3.13,0.04,-0.01,0.06,-16.34
  └─ Other operating items,-0.48,-6.86,-13.63,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-2.47
Cash from Investing Activity,52,-22,102,,-46,-10,1,0,2,1,-1,0,
  └─ Fixed assets purchased,-66.68,-59.31,-25.35,,-0.04,0.00,-0.08,-0.06,-0.21,-0.11,-2.07,-0.42,-118.35
  └─ Fixed assets sold,7.05,15.38,8.14,,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.35
  └─ Investments purchased,0.00,-19.95,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-59.33
  └─ Investments sold,77.51,26.68,96.94,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,178.85
  └─ Interest received,13.10,4.22,2.64,,1.23,0.17,0.86,0.32,2.62,0.72,0.71,0.44,23.27
  └─ Dividends received,10.57,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.31
  └─ Invest in subsidiaries,-9.00,-0.25,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Investment in group cos,-1.45,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Other investing items,21.18,10.85,19.52,,-46.69,-10.51,0.00,0.00,0.00,0.00,0.00,0.00,-18.98
Cash from Financing Activity,853,275,-361,,-22,-0,0,0,0,0,0,0,
  └─ Proceeds from shares,26.12,9.32,35.68,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,459.68
  └─ Redemption of debentures,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-194.24
  └─ Proceeds from borrowings,1194.80,686.68,22.90,,0.00,0.00,0.11,0.00,0.00,0.00,0.00,0.00,643.82
  └─ Repayment of borrowings,-218.08,-187.97,-163.63,,-0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-534.50
  └─ Interest paid fin,-171.60,-245.47,-277.82,,-22.05,0.00,-0.11,0.00,0.00,0.00,0.00,0.00,-258.95
  └─ Dividends paid,-0.58,-0.01,-1.92,,-0.05,-0.03,0.00,0.00,0.00,0.00,0.00,0.00,-3.55
  └─ Application money refund,0.00,0.00,0.83,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Other financing items,22.62,12.86,23.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Net Cash Flow,10,54,-54,,-60,-18,2,-9,-0,-1,-2,-1,
  └─ Free Cash Flow,-955,-243,188,,7,-7,1,-9,-3,-2,-3,-1,
  └─ CFO/OP,3317%,424%,-85%,,-0%,5%,3%,24%,14%,2%,2%,3%,
