Metric,Mar 2012,Mar 2013,Mar 2014,Mar 2015
Cash from Operating Activity,-0,-27,-64,-55
  └─ Profit from operations,0.09,-0.25,1.37,-6.87
  └─ Receivables,0.00,0.00,-10.00,6.54
  └─ Inventory,0.00,0.00,-0.96,0.96
  └─ Payables,0.34,4.76,10.84,-8.94
  └─ Loans Advances,-0.65,-25.78,-65.43,-46.26
  └─ Other WC items,-0.14,-5.60,-0.03,0.02
  └─ Working capital changes,-0.45,-26.62,-65.58,-47.68
Cash from Investing Activity,-163,-55,59,48
  └─ Fixed assets purchased,-0,-52,0,0
  └─ Investments purchased,-162,-35,0,-18
  └─ Investments sold,0,32,59,67
  └─ Other investing items,-0,-0,0,0
Cash from Financing Activity,162,82,5,6
  └─ Proceeds from shares,161.66,81.30,0.00,0.00
  └─ Proceeds from borrowings,0.00,0.00,4.86,0.00
  └─ Repayment of borrowings,0.00,-0.18,0.00,-2.02
  └─ Interest paid fin,-0.04,0.00,-0.25,7.76
  └─ Share application money,0.00,0.00,0.00,0.02
  └─ Other financing items,0.05,0.84,0.00,0.00
Net Cash Flow,-1,0,-1,-0
  └─ Free Cash Flow,-0,-79,-64,-55
  └─ CFO/OP,138%,5167%,1769%,-4471%
