Metric,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,27,-8,51,27,-72,-34
  └─ Profit from operations,15,52,68,81,69,79
  └─ Receivables,-4,-10,-10,-2,-60,35
  └─ Inventory,-1,-2,-3,-13,-54,-46
  └─ Payables,3,0,7,1,3,-10
  └─ Operating borrowings,0,0,0,0,0,0
  └─ Other WC items,15,-33,7,-24,-3,-79
  └─ Working capital changes,13,-45,1,-38,-114,-98
  └─ Direct taxes,-1,-15,-18,-15,-27,-15
Cash from Investing Activity,-1,-4,-30,1,18,-74
  └─ Fixed assets purchased,-0,-5,-15,-1,-0,-1
  └─ Investments purchased,0,0,0,-0,-2,-69
  └─ Interest received,0,0,1,2,3,4
  └─ Other investing items,-0,0,-16,-0,17,-8
Cash from Financing Activity,-1,-0,1,-1,191,-0
  └─ Proceeds from shares,0.00,0.00,0.00,0.01,191.61,0.00
  └─ Proceeds from borrowings,0.00,0.00,0.86,0.00,0.00,11.55
  └─ Repayment of borrowings,-0.96,-0.05,0.00,-0.31,-0.31,0.00
  └─ Interest paid fin,-0.03,0.00,-0.09,-0.51,-0.36,-1.07
  └─ Dividends paid,0.00,0.00,0.00,0.00,0.00,-6.68
  └─ Other financing items,0.00,0.00,0.06,0.00,-0.07,-4.00
Net Cash Flow,25,-12,23,27,137,-108
  └─ Free Cash Flow,27,-12,37,26,-72,-35
  └─ CFO/OP,191%,13%,103%,53%,-66%,-26%
