Metric,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,-15.03,6.64,-1.65,2.90,2.29,0.75,0.34,-3.51,-4.61,-2.86
  └─ Profit from operations,7.19,9.15,-1.23,-12.92,7.86,-0.99,3.26,2.16,1.82,-3.54
  └─ Receivables,30.69,8.79,-3.13,18.81,0.48,0.13,-8.23,9.16,3.50,-4.83
  └─ Inventory,-8.33,-2.40,4.85,18.61,0.00,-0.31,0.04,0.83,0.00,0.00
  └─ Payables,-23.70,-18.22,5.54,-14.48,3.44,0.06,-1.93,-3.76,1.32,3.58
  └─ Loans Advances,-0.27,-0.07,-0.26,-5.43,2.51,-7.00,6.00,-18.05,-7.48,0.00
  └─ Operating borrowings,0.00,0.00,0.00,0.00,0.00,0.00,-0.11,0.77,-0.07,0.00
  └─ Other WC items,-15.61,10.89,-5.94,-0.12,-11.96,9.40,1.36,3.12,-0.55,3.33
  └─ Working capital changes,-17.22,-1.00,1.06,17.38,-5.53,2.28,-2.88,-7.93,-3.28,2.08
  └─ Direct taxes,-5.00,-1.50,-1.48,-1.55,-0.04,-0.54,-0.05,2.26,-3.15,-1.40
Cash from Investing Activity,-2.49,-0.83,-0.88,3.77,-0.19,-8.29,5.87,6.31,-1.79,-1.57
  └─ Fixed assets purchased,-2.88,-0.83,-0.88,-14.00,-0.19,-0.89,-0.28,-2.45,-3.34,-4.69
  └─ Fixed assets sold,0.15,0.00,0.00,17.77,0.00,0.00,0.00,12.53,1.83,0.00
  └─ Investments purchased,0.00,0.00,0.00,0.00,0.00,-7.40,0.00,-3.78,-0.91,0.00
  └─ Investments sold,0.10,0.00,0.00,0.00,0.00,0.00,6.15,0.00,0.63,6.11
  └─ Dividends received,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Other investing items,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-2.99
Cash from Financing Activity,1.78,-0.28,-3.22,-2.92,-1.24,1.56,-1.60,1.87,3.26,3.49
  └─ Proceeds from borrowings,4.48,0.67,0.00,5.99,0.00,0.05,0.00,0.00,0.00,0.00
  └─ Repayment of borrowings,-1.41,0.00,-1.91,-8.40,-2.72,0.00,-3.32,0.00,0.00,0.00
  └─ Interest paid fin,-1.29,-2.05,-1.48,-0.91,-0.32,-0.31,-0.16,-0.52,-0.11,-0.18
  └─ Dividends paid,0.00,0.00,-0.55,-0.55,-0.23,-0.23,-0.23,-0.46,-0.46,-0.46
  └─ Other financing items,0.00,1.10,0.73,0.95,2.02,2.06,2.11,2.84,3.83,4.14
Net Cash Flow,-15.75,5.54,-5.75,3.75,0.86,-5.98,4.61,4.66,-3.15,-0.94
  └─ Free Cash Flow,-17.76,5.81,-2.53,6.67,2.10,-0.14,0.06,6.57,-6.12,-7.55
  └─ CFO/OP,-206%,245%,10%,-33%,-119%,-63%,-71%,-749%,-83%,53%
