Metric,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,0,1,5,-9,-9
  └─ Profit from operations,5.31,22.72,10.25,21.83,29.28
  └─ Receivables,-4.66,-19.34,-3.61,-18.01,-38.76
  └─ Payables,0.08,1.50,-0.38,-0.07,2.09
  └─ Loans Advances,-0.11,-0.06,-0.19,-0.32,0.10
  └─ Other WC items,0.82,0.66,4.13,-9.05,1.40
  └─ Working capital changes,-3.87,-17.24,-0.05,-27.45,-35.17
  └─ Direct taxes,-1.04,-4.28,-5.22,-3.60,-3.52
Cash from Investing Activity,-1,-2,-4,-9,-26
  └─ Fixed assets purchased,-0.55,-2.02,-1.99,-3.36,-5.15
  └─ Investments purchased,0.00,0.00,-1.78,-2.53,-3.65
  └─ Interest received,0.00,0.00,0.04,0.00,0.99
  └─ Redemp n Canc of Shares,0.00,0.00,0.00,0.01,0.00
  └─ Inter corporate deposits,0.00,-0.23,-0.26,0.00,0.00
  └─ Other investing items,0.00,0.00,0.00,-2.82,-18.33
Cash from Financing Activity,1,0,-1,25,52
  └─ Proceeds from shares,1,0,0,10,63
  └─ Proceeds from borrowings,3,1,0,23,7
  └─ Repayment of borrowings,-2,-0,-1,-7,-8
  └─ Interest paid fin,-0,-0,-0,-1,-2
  └─ Dividends paid,-0,0,0,0,0
  └─ Other financing items,0,0,0,0,-8
Net Cash Flow,1,-1,-0,7,16
  └─ Free Cash Flow,-0,-1,3,-13,-15
  └─ CFO/OP,27%,24%,96%,-26%,-21%
