Metric,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2025,Mar 2026
Cash from Operating Activity,32,53,74,30,-7,2
  └─ Profit from operations,69,71,72,83,169,173
  └─ Receivables,5,-47,-17,-24,-139,-127
  └─ Inventory,-18,39,-23,-37,23,47
  └─ Payables,-19,5,16,23,21,-3
  └─ Other WC items,14,-3,10,-2,-54,-56
  └─ Working capital changes,-17,-6,-14,-40,-148,-140
  └─ Direct taxes,-20,-12,16,-13,-28,-31
Cash from Investing Activity,-15,-12,-61,-33,22,-36
  └─ Fixed assets purchased,-18,-40,-42,-75,-45,-53
  └─ Fixed assets sold,0,0,0,0,1,0
  └─ Investments purchased,-43,0,0,0,0,0
  └─ Investments sold,0,45,0,0,96,11
  └─ Interest received,3,2,4,1,2,1
  └─ Acquisition of companies,0,0,0,0,-33,0
  └─ Other investing items,43,-19,-24,40,1,5
Cash from Financing Activity,-16,-38,-7,25,-30,36
  └─ Proceeds from shares,0,0,1,0,3,0
  └─ Proceeds from borrowings,1,0,0,34,15,88
  └─ Repayment of borrowings,-7,0,0,0,-6,-10
  └─ Interest paid fin,-1,-0,-1,-2,-3,-8
  └─ Dividends paid,-8,-7,-7,-8,-39,-34
  └─ Financial liabilities,0,0,0,0,-1,-1
  └─ Other financing items,0,-31,0,0,-0,0
Net Cash Flow,1,3,6,22,-15,2
  └─ Free Cash Flow,14,13,33,-45,-51,-51
  └─ CFO/OP,74%,93%,82%,51%,13%,19%
