Metric,Mar 2008,Mar 2009,Mar 2010,Mar 2011,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019
Cash from Operating Activity,42,4,16,21,4,1,13,13,28,19,38,-7
  └─ Profit from operations,11,4,13,11,13,7,13,17,18,18,24,18
  └─ Receivables,2,-0,7,10,-13,4,-5,-1,0,-99,-274,375
  └─ Inventory,16,-3,1,2,-4,1,-0,-11,-13,-112,-332,454
  └─ Payables,-9,8,-9,-2,12,-2,1,6,21,209,650,-876
  └─ Loans Advances,22,-3,5,-0,-4,-4,6,-1,-1,0,0,0
  └─ Other WC items,0,0,0,0,0,-4,-3,3,3,5,-26,25
  └─ Working capital changes,32,1,4,10,-9,-6,-1,-3,11,3,18,-22
  └─ Direct taxes,-1,-2,-1,-0,-0,-1,0,-1,-1,-2,-4,-3
Cash from Investing Activity,13,-16,5,-11,-21,13,-4,-4,-4,-1,2,-15
  └─ Fixed assets purchased,-7.26,-8.82,-2.07,-0.30,-37.59,-7.00,-4.78,-4.10,-6.48,-3.37,-3.57,-5.88
  └─ Fixed assets sold,18.32,0.21,7.50,0.73,0.37,17.04,0.57,0.03,1.02,0.47,7.92,0.44
  └─ Capital WIP,0.07,1.45,-0.03,0.03,-0.76,0.76,-0.03,0.00,0.00,0.00,0.00,0.00
  └─ Investments purchased,-7.69,-8.75,0.00,-10.50,-9.61,-6.49,-0.80,0.00,0.00,0.00,0.00,-14.75
  └─ Investments sold,0.62,0.00,0.00,0.00,27.00,7.21,0.80,0.00,1.85,1.66,3.21,0.00
  └─ Interest received,0.00,0.00,0.00,0.00,0.00,0.97,0.86,0.07,0.33,0.65,0.96,2.04
  └─ Dividends received,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.04,0.00,0.00,0.00,0.00
  └─ Redemp n Canc of Shares,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.46
  └─ Other investing items,9.22,-0.10,-0.75,-0.87,-0.21,0.00,-0.51,0.29,-0.24,0.00,-6.74,1.57
Cash from Financing Activity,-51,7,-3,-22,15,-11,-14,-11,-20,-12,-21,-7
  └─ Proceeds from shares,0.00,0.00,0.00,0.00,0.20,0.00,0.00,0.00,0.53,0.06,1.33,0.00
  └─ Proceeds from borrowings,0.00,11.99,3.95,0.00,21.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Repayment of borrowings,-43.71,0.00,0.00,-16.35,0.00,0.00,0.00,-4.66,0.00,-6.99,-19.16,-2.90
  └─ Interest paid fin,-6.03,-5.22,-7.21,-5.77,-6.28,-9.92,-7.30,-6.54,-5.52,-2.93,-1.57,-0.43
  └─ Dividends paid,-1.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.12,-3.37
  └─ Other financing items,-0.22,0.00,0.00,0.00,0.00,-0.90,-6.63,0.00,-15.34,-2.50,0.00,0.00
Net Cash Flow,4,-5,17,-12,-2,2,-5,-1,4,6,19,-29
  └─ Free Cash Flow,53,-3,21,21,-34,12,9,9,23,16,42,-13
  └─ CFO/OP,-677%,-2235%,705%,224%,41%,17%,101%,88%,178%,157%,175%,-25%
