Metric,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,45,85,160,193,127,279,236,214,275
  └─ Profit from operations,76,141,189,274,317,417,340,398,367
  └─ Receivables,-18,-20,-8,-4,-78,8,-16,-40,-1
  └─ Inventory,2,-8,2,-18,-35,-21,-15,-26,-4
  └─ Payables,13,-4,13,25,41,-21,25,-6,17
  └─ Loans Advances,-0,-0,-0,0,0,0,0,0,0
  └─ Other WC items,-5,11,6,-18,-49,-10,-22,-17,-13
  └─ Working capital changes,-9,-21,13,-15,-121,-43,-28,-88,-1
  └─ Direct taxes,-22,-36,-42,-66,-69,-94,-75,-95,-91
Cash from Investing Activity,-17,-94,-105,-187,-79,-270,-185,-152,-203
  └─ Fixed assets purchased,-32,-39,-50,-84,-140,-183,-232,-142,-201
  └─ Fixed assets sold,0,0,0,0,0,0,6,0,1
  └─ Investments purchased,-91,-136,-398,-314,-171,-632,-703,-816,-757
  └─ Investments sold,104,79,342,228,225,491,743,804,759
  └─ Interest received,0,0,0,2,3,6,1,2,1
  └─ Dividends received,1,1,0,3,0,0,0,0,0
  └─ Other investing items,1,1,1,-21,5,48,-0,0,-6
Cash from Financing Activity,-5,-11,-55,-6,-0,-55,-53,-53,-64
  └─ Proceeds from shares,0,0,0,0,0,1,1,1,0
  └─ Proceeds from borrowings,0,2,0,0,0,0,0,0,0
  └─ Repayment of borrowings,0,-0,-0,-2,0,0,0,0,0
  └─ Interest paid fin,-0,-0,-0,-0,-0,-0,-1,-0,-0
  └─ Dividends paid,-4,-11,-13,-3,0,-56,-53,-53,-64
  └─ Financial liabilities,0,0,0,0,0,-0,0,0,0
  └─ Other financing items,-1,-2,-43,-0,0,0,0,0,0
Net Cash Flow,23,-20,-0,0,49,-45,-2,10,8
  └─ Free Cash Flow,13,46,110,109,-12,96,10,72,74
  └─ CFO/OP,91%,88%,109%,100%,65%,93%,94%,80%,103%
