Metric,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,2,6,39,37,15,-4,4,0,35,27
  └─ Profit from operations,1.70,11.26,14.93,24.38,17.69,25.56,32.43,49.38,60.94,48.61
  └─ Receivables,-0.74,-10.95,0.00,0.00,-0.17,-1.88,-7.14,-4.04,-16.08,-11.23
  └─ Inventory,0.00,0.00,0.00,0.00,-6.64,-0.62,-2.72,-4.17,-0.15,2.76
  └─ Payables,0.96,6.26,30.10,25.23,7.58,-7.58,-14.56,-34.50,0.55,-0.36
  └─ Loans Advances,-0.12,-0.67,-2.45,-5.65,1.17,-12.89,3.66,0.76,-3.83,0.00
  └─ Other WC items,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.14,1.21,-1.15
  └─ Working capital changes,0.10,-5.36,27.65,19.58,1.95,-22.97,-20.76,-39.81,-18.30,-9.99
  └─ Direct taxes,-0.25,-0.39,-3.57,-6.60,-4.50,-6.34,-7.25,-9.40,-7.75,-11.87
Cash from Investing Activity,-4,-7,-30,-19,-8,-14,-47,-15,-19,-53
  └─ Fixed assets purchased,-7.02,-21.12,-33.01,-72.30,-17.59,-36.43,-4.37,-10.86,-15.83,-13.23
  └─ Fixed assets sold,3.22,13.78,14.58,54.35,21.43,20.02,0.00,0.00,0.00,0.00
  └─ Investments purchased,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-5.97,-3.74,-17.40
  └─ Investments sold,0.00,0.00,0.00,0.00,0.00,0.00,4.77,0.21,0.00,1.13
  └─ Interest received,0.01,0.10,0.40,1.82,4.56,2.61,2.13,5.85,3.61,6.50
  └─ Dividends received,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01
  └─ Other investing items,0.00,-0.08,-11.99,-2.90,-16.74,0.00,-49.82,-4.17,-2.75,-29.53
Cash from Financing Activity,2,7,0,6,1,23,-5,16,-10,25
  └─ Proceeds from shares,0.00,9.24,0.00,0.10,0.00,0.00,0.00,13.99,0.00,24.16
  └─ Proceeds from borrowings,0.00,0.00,0.37,5.85,3.30,25.08,0.00,6.18,0.00,2.26
  └─ Repayment of borrowings,0.00,-1.96,0.00,0.00,0.00,0.00,-2.21,0.00,-2.27,-8.00
  └─ Interest paid fin,-0.12,-0.08,-0.14,-0.21,-2.45,-0.99,-1.27,-0.62,-1.49,-1.01
  └─ Dividends paid,0.00,0.00,0.00,0.00,0.00,-1.28,-1.54,-0.51,0.00,0.00
  └─ Financial liabilities,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-3.00,-6.05,0.00
  └─ Other financing items,1.96,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.54
Net Cash Flow,-0,5,9,24,8,5,-48,1,6,-1
  └─ Free Cash Flow,-2,-2,21,19,19,-20,0,-11,19,14
  └─ CFO/OP,143%,54%,302%,182%,122%,10%,38%,21%,76%,85%
