Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,21,1,23,0,-37,64,14,79,26,58,137,116
  └─ Profit from operations,31,32,45,36,42,53,55,35,63,127,112,127
  └─ Receivables,-6,-6,-39,43,-15,5,-51,0,6,-26,-17,-39
  └─ Inventory,-7,7,0,-4,-7,3,-11,-1,-28,-7,14,-34
  └─ Payables,0,-8,37,-4,2,-9,-4,1,-3,-5,39,84
  └─ Loans Advances,-6,-16,-13,-68,-40,16,31,41,-2,-7,8,-4
  └─ Other WC items,18,-3,4,9,-9,6,3,1,6,9,4,15
  └─ Working capital changes,-1,-26,-11,-26,-69,21,-31,42,-22,-35,49,22
  └─ Direct taxes,-9,-5,-11,-10,-10,-10,-11,2,-14,-34,-24,-34
Cash from Investing Activity,-1,-9,-4,-12,0,-19,-22,-7,-5,-44,-17,-66
  └─ Fixed assets purchased,-14.85,-9.28,-15.04,-16.47,-8.92,-19.15,-21.98,-9.10,-17.33,-43.33,-41.27,-22.17
  └─ Fixed assets sold,2.04,3.34,0.25,0.21,0.11,0.21,0.10,1.08,18.53,1.53,1.71,0.73
  └─ Investments purchased,-10.00,-14.10,-39.01,-10.41,0.00,-1.10,-16.61,-9.65,-20.16,-16.19,-15.13,-20.93
  └─ Investments sold,24.79,22.23,34.00,14.33,8.60,0.00,16.02,4.05,11.49,15.05,24.43,6.37
  └─ Investment income,0.00,0.00,0.00,0.91,0.91,0.00,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Interest received,0.24,0.58,0.66,0.14,1.00,1.64,0.99,0.62,0.85,3.29,4.58,4.28
  └─ Dividends received,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Inter corporate deposits,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-2.50,0.00,0.00
  └─ Other investing items,-3.47,-11.28,15.29,-0.32,-1.42,-1.08,-0.58,6.43,1.17,-1.45,8.31,-34.22
Cash from Financing Activity,-3,-9,-9,19,32,-33,-13,-61,-31,-19,-94,-38
  └─ Proceeds from borrowings,0.00,0.00,0.00,31.14,74.86,294.00,16.92,0.00,0.70,26.78,0.00,0.00
  └─ Repayment of borrowings,0.00,0.00,-0.03,-3.00,-28.05,-310.33,0.00,-53.91,-28.02,-0.12,-41.98,0.00
  └─ Interest paid fin,-2.09,-0.39,-0.87,0.00,0.00,-8.93,-8.70,-6.58,-3.88,-3.93,-4.41,-2.20
  └─ Dividends paid,-8.16,-6.80,-6.80,-6.80,-6.80,-6.80,-17.68,0.00,0.00,-41.30,-46.16,-34.81
  └─ Financial liabilities,0.00,-0.96,-0.26,-0.17,0.00,0.00,-0.13,-0.10,-0.17,-0.73,-0.95,-0.65
  └─ Other financing items,7.50,-1.10,-1.38,-2.40,-7.56,-1.40,-3.64,0.00,0.00,0.00,0.00,-0.24
Net Cash Flow,17,-17,10,7,-4,11,-22,12,-10,-5,26,12
  └─ Free Cash Flow,8,-5,8,-16,-46,45,-8,71,28,16,98,94
  └─ CFO/OP,111%,23%,81%,33%,-77%,162%,57%,346%,67%,77%,155%,123%
