Metric,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,701,605,791,364,997,915,1031
  └─ Profit from operations,1025,1352,1590,1093,1356,1275,1741
  └─ Receivables,-81,-60,-420,144,-325,42,-279
  └─ Inventory,156,-519,90,-760,666,-20,19
  └─ Payables,-215,143,66,121,-379,27,-55
  └─ Loans Advances,-1,-3,-0,36,-5,-164,84
  └─ Other WC items,60,3,-129,41,-10,109,-23
  └─ Working capital changes,-80,-436,-393,-418,-53,-6,-254
  └─ Direct taxes,-244,-311,-407,-311,-306,-354,-455
Cash from Investing Activity,-761,-1520,-999,1211,-1749,1718,138
  └─ Fixed assets purchased,-195,-229,-522,-223,-398,-394,-494
  └─ Fixed assets sold,24,0,0,0,1,0,1
  └─ Investments purchased,0,0,-1220,-470,-265,-498,-744
  └─ Investments sold,0,0,1070,628,265,499,747
  └─ Interest received,43,62,131,161,137,156,232
  └─ Acquisition of companies,0,0,0,0,-1022,0,0
  └─ Other investing items,-634,-1354,-458,1116,-467,1954,396
Cash from Financing Activity,-7,1238,35,15,-799,-433,-417
  └─ Proceeds from shares,0,1242,39,22,1,2,0
  └─ Proceeds from borrowings,0,0,0,0,21,5,23
  └─ Repayment of borrowings,-1,-1,-0,-0,-777,-63,-94
  └─ Interest paid fin,-6,-2,-3,-6,-26,-31,-32
  └─ Dividends paid,0,0,0,0,0,-329,-297
  └─ Financial liabilities,-0,-0,-0,-0,-18,-18,-17
Net Cash Flow,-67,323,-174,1590,-1552,2199,752
  └─ Free Cash Flow,530,377,269,141,599,521,538
  └─ CFO/OP,99%,70%,79%,66%,98%,100%,91%
