Metric,Mar 2025,Mar 2026
Cash from Operating Activity,-0,-5
  └─ Profit from operations,0.45,-2.36
  └─ Receivables,-10.85,-4.33
  └─ Inventory,-2.85,7.31
  └─ Payables,4.21,-2.73
  └─ Other WC items,10.38,-2.17
  └─ Working capital changes,0.89,-1.92
  └─ Direct taxes,-1.51,-0.43
Cash from Investing Activity,-34,-30
  └─ Fixed assets purchased,-3.69,-0.07
  └─ Fixed assets sold,0.05,0.00
  └─ Interest received,4.41,6.85
  └─ Dividends received,0.01,0.15
  └─ Invest in subsidiaries,-1.53,-9.32
  └─ Other investing items,-33.43,-27.58
Cash from Financing Activity,-2,14
  └─ Proceeds from shares,0.00,10.69
  └─ Proceeds from borrowings,0.00,3.66
  └─ Repayment of borrowings,-2.20,0.00
  └─ Interest paid fin,-0.11,-0.10
  └─ Financial liabilities,0.00,-0.42
Net Cash Flow,-37,-21
  └─ Free Cash Flow,-4,-5
  └─ CFO/OP,1117%,159%
