Metric,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,4,-14,27,-6,-6,18,3,12,10,14,24
  └─ Profit from operations,8.38,22.54,30.92,32.80,20.21,12.96,9.71,11.23,15.45,17.56,16.68
  └─ Receivables,-4.79,-30.49,8.14,-9.38,-16.36,2.29,-9.18,-8.04,-1.47,-2.10,-5.75
  └─ Inventory,5.26,-28.78,-3.59,2.49,1.84,-4.97,-3.12,-0.63,-5.38,-1.97,19.83
  └─ Payables,-3.64,24.70,-2.96,-21.07,-5.40,7.25,5.99,9.46,2.53,1.81,-5.48
  └─ Working capital changes,-3.17,-34.57,1.60,-27.95,-19.92,4.57,-6.30,0.79,-4.31,-2.27,8.60
  └─ Direct taxes,-1.50,-1.87,-8.00,-10.51,-6.12,0.21,-0.74,-0.27,-1.24,-1.59,0.00
  └─ Other operating items,0.00,0.00,2.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.57
Cash from Investing Activity,-4,-12,-11,-7,-5,-4,-3,-3,-2,-5,-5
  └─ Fixed assets purchased,-4.04,-8.72,-8.35,-6.65,-5.06,-1.81,-2.88,-2.81,-1.26,-3.26,-4.34
  └─ Fixed assets sold,0.00,0.08,0.01,0.02,0.14,0.02,0.01,0.32,0.19,0.17,0.01
  └─ Investments purchased,0.00,-3.39,-2.74,-0.17,-0.02,-1.75,-0.45,-0.46,-1.07,-1.61,-1.01
  └─ Interest received,0.29,0.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Other investing items,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Cash from Financing Activity,-0,25,-11,10,6,-13,-0,-5,-10,-8,-20
  └─ Proceeds from shares,0.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Proceeds from borrowings,1.80,0.00,0.00,22.71,15.89,4.31,8.46,7.72,2.92,4.14,0.40
  └─ Repayment of borrowings,-0.60,0.00,0.00,-6.88,-0.67,-9.46,-0.58,-5.12,-3.81,-4.03,-11.47
  └─ Interest paid fin,-2.15,-2.81,-5.36,-4.86,-6.59,-6.45,-6.93,-6.75,-8.40,-7.75,-6.47
  └─ Dividends paid,-0.22,-0.22,-0.43,-0.91,-1.48,-0.62,-0.62,-0.32,-0.32,-0.64,-0.97
  └─ Financial liabilities,0.00,0.00,0.00,0.00,-1.18,-0.98,-0.79,-0.55,-0.56,0.00,-1.35
  └─ Other financing items,0.00,28.04,-5.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Net Cash Flow,-0,-1,5,-2,-5,1,-1,4,-2,1,-1
  └─ Free Cash Flow,-0,-23,18,-12,-11,16,-0,9,9,11,19
  └─ CFO/OP,64%,-51%,114%,15%,2%,162%,38%,116%,78%,97%,156%
