Metric,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,15.14,-88.91,-4.26
  └─ Profit from operations,-1.85,-3.33,0.89
  └─ Receivables,0.00,-1.08,2.44
  └─ Inventory,-7.83,-74.65,-31.92
  └─ Payables,0.37,10.46,-3.09
  └─ Other WC items,25.25,-19.38,28.24
  └─ Working capital changes,17.80,-84.65,-4.32
  └─ Direct taxes,-0.80,-0.93,-0.83
Cash from Investing Activity,-14.86,47.68,-23.47
  └─ Fixed assets purchased,0.00,-6.83,-1.96
  └─ Investments purchased,-46.20,-1.17,0.00
  └─ Investments sold,31.34,62.19,5.29
  └─ Other investing items,0.00,-6.51,-26.79
Cash from Financing Activity,-0.25,43.73,26.02
  └─ Proceeds from shares,0.00,0.68,0.00
  └─ Proceeds from borrowings,0.00,43.43,27.49
  └─ Interest paid fin,-0.04,-0.19,-1.13
  └─ Financial liabilities,-0.21,-0.18,-0.34
Net Cash Flow,0.03,2.50,-1.70
  └─ Free Cash Flow,15.14,-95.74,-6.22
  └─ CFO/OP,-805%,1554%,-266%
