Metric,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,1.79,-0.81,-1.43,2.74,6.35,-13.10,-3.04,9.09,
  └─ Profit from operations,5.69,9.42,9.17,2.02,13.18,10.16,13.97,7.97,
  └─ Receivables,-5.91,-3.03,1.36,-7.26,0.28,-5.68,-10.47,-1.89,
  └─ Inventory,-6.99,-1.19,-1.07,2.71,-8.63,-3.69,7.11,-6.55,
  └─ Payables,1.21,-4.38,0.79,2.22,6.88,-3.41,-12.50,9.97,
  └─ Loans Advances,6.45,0.98,0.00,0.00,0.00,0.00,0.00,0.00,
  └─ Other WC items,1.87,-2.37,-11.34,4.04,-5.34,-10.48,-0.58,-0.56,
  └─ Working capital changes,-3.38,-9.98,-10.27,1.72,-6.82,-23.26,-16.44,0.97,
  └─ Direct taxes,-0.52,-0.25,-0.33,-1.00,0.00,0.00,-0.57,0.15,
Cash from Investing Activity,-1.28,-0.54,0.34,0.53,1.43,0.32,0.14,0.15,
  └─ Fixed assets purchased,-1.71,-0.64,-0.16,-0.13,-0.01,-0.19,0.00,-0.04,
  └─ Fixed assets sold,0.00,0.00,0.00,0.30,1.11,0.10,0.00,0.00,
  └─ Investments purchased,-0.15,0.00,0.00,-0.19,0.00,-0.10,0.00,0.00,
  └─ Investments sold,0.00,0.00,0.50,0.00,0.00,0.00,0.10,0.00,
  └─ Interest received,0.58,0.10,0.00,0.54,0.32,0.51,0.04,0.19,
Cash from Financing Activity,-0.28,2.32,3.26,-1.26,-10.84,17.12,3.73,-2.35,
  └─ Proceeds from shares,0.00,0.19,5.40,0.00,0.00,18.28,0.00,0.00,
  └─ Proceeds from borrowings,1.61,3.94,0.11,1.79,0.00,0.14,4.77,0.00,
  └─ Repayment of borrowings,0.00,0.00,0.00,0.00,-8.23,0.00,0.00,-0.93,
  └─ Interest paid fin,-1.89,-1.88,-2.25,-2.36,-2.47,-1.22,-1.04,-1.42,
  └─ Dividends paid,0.00,0.00,0.00,0.00,-0.15,0.00,0.00,0.00,
  └─ Financial liabilities,0.00,0.00,0.00,-0.70,0.00,-0.07,0.00,0.00,
  └─ Other financing items,0.00,0.07,0.00,0.00,0.00,0.00,0.00,0.00,
Net Cash Flow,0.24,0.97,2.17,2.01,-3.07,4.34,0.82,6.89,
  └─ Free Cash Flow,0.08,-1.45,-1.59,2.91,7.45,-13.19,-3.04,9.05,
  └─ CFO/OP,42%,-6%,-14%,59%,50%,-151%,433%,212%,
