Metric,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,3.10,3.30,0.80
  └─ Profit from operations,4.12,8.64,9.58
  └─ Receivables,-0.64,-2.45,-6.89
  └─ Payables,0.22,1.39,2.03
  └─ Loans Advances,-0.33,0.16,-0.60
  └─ Operating borrowings,0.00,0.00,0.21
  └─ Other WC items,-0.07,-2.70,-1.56
  └─ Working capital changes,-0.81,-3.60,-6.82
  └─ Direct taxes,-0.21,-1.74,-1.96
Cash from Investing Activity,-3.44,-9.32,-2.95
  └─ Fixed assets purchased,-0.24,-8.55,-3.44
  └─ Fixed assets sold,0.00,1.75,0.00
  └─ Investments sold,0.00,0.00,0.10
  └─ Interest received,0.01,0.01,0.44
  └─ Acquisition of companies,-3.18,-2.53,0.00
  └─ Other investing items,-0.02,0.00,-0.05
Cash from Financing Activity,0.33,7.05,23.13
  └─ Proceeds from shares,0.00,1.50,23.85
  └─ Proceeds from borrowings,1.62,7.93,0.52
  └─ Repayment of borrowings,-1.36,-1.31,-0.43
  └─ Interest paid fin,-0.11,-1.28,-0.81
  └─ Other financing items,0.18,0.22,0.00
Net Cash Flow,-0.02,1.04,20.97
  └─ Free Cash Flow,2.86,-3.50,-2.64
  └─ CFO/OP,85%,60%,31%
