Metric,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,88,81,4,41,23,9,14,73,42,211
  └─ Profit from operations,38,60,52,48,-7,20,103,155,183,78
  └─ Receivables,16,-20,-49,-11,-1,16,-26,-99,-12,79
  └─ Inventory,5,-5,-67,-9,35,-16,-51,-47,-7,7
  └─ Payables,3,7,35,23,2,-20,41,55,-10,43
  └─ Loans Advances,15,14,0,-4,3,0,1,0,-47,3
  └─ Other WC items,11,47,42,18,-6,13,-54,28,-39,15
  └─ Working capital changes,51,43,-39,17,33,-8,-89,-63,-116,147
  └─ Direct taxes,-1,-22,-10,-24,-3,-3,0,-19,-24,-14
Cash from Investing Activity,-81,-87,-197,-70,-13,-6,-108,-113,-101,-300
  └─ Fixed assets purchased,-43,-88,-196,-67,-16,-7,-99,-106,-101,-316
  └─ Fixed assets sold,1,0,0,0,0,0,0,0,0,7
  └─ Investments purchased,-39,0,0,0,0,0,0,0,0,0
  └─ Investments sold,0,0,0,0,0,1,0,0,0,0
  └─ Other investing items,0,-0,-2,-4,3,-0,-9,-7,-1,8
Cash from Financing Activity,5,0,192,26,-18,-8,97,41,65,87
  └─ Proceeds from shares,39,0,135,0,0,18,27,96,90,0
  └─ Proceeds from borrowings,0,0,74,50,0,0,45,0,0,109
  └─ Repayment of borrowings,-18,0,0,0,-14,-11,0,-51,-20,0
  └─ Interest paid fin,-11,-9,-12,-15,-19,-15,-16,-12,-11,-22
  └─ Dividends paid,-4,-4,-4,-5,0,-0,-2,-0,-0,-0
  └─ Other financing items,-1,13,0,-3,14,1,43,8,6,0
Net Cash Flow,12,-6,-1,-3,-7,-5,3,1,7,-3
  └─ Free Cash Flow,46,-6,-191,-25,7,3,-85,-33,-58,-97
  └─ CFO/OP,251%,176%,27%,147%,-273%,62%,14%,61%,37%,263%
