Metric,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,-5,-8,-21,18,6,6,-1
  └─ Profit from operations,18.69,19.99,30.67,33.84,37.63,33.86,27.45
  └─ Receivables,-4.43,-8.87,-11.67,-3.33,-9.31,12.43,-1.46
  └─ Inventory,-19.01,-18.46,-45.46,-14.54,-5.30,-16.67,-8.64
  └─ Payables,6.42,9.93,3.90,12.64,-14.15,-18.15,8.69
  └─ Loans Advances,-10.03,-8.27,0.00,0.00,0.00,0.00,0.00
  └─ Other WC items,5.62,0.50,4.61,-7.13,0.12,-0.82,-23.86
  └─ Working capital changes,-21.43,-25.18,-48.61,-12.36,-28.66,-23.22,-25.27
  └─ Direct taxes,-2.63,-2.61,-3.33,-3.01,-3.47,-4.34,-3.11
Cash from Investing Activity,-23,-11,-31,-23,-18,-28,-66
  └─ Fixed assets purchased,-25.40,-11.38,-31.94,-24.74,-20.64,-31.10,-45.05
  └─ Fixed assets sold,0.00,0.00,1.10,1.64,0.23,2.86,0.00
  └─ Investments purchased,0.00,0.00,0.00,0.00,0.00,0.00,-20.93
  └─ Investments sold,3.49,0.00,0.00,0.00,0.00,0.00,0.09
  └─ Interest received,0.02,0.02,0.01,0.02,0.01,0.40,0.00
  └─ Redemp n Canc of Shares,0.00,0.00,0.00,0.00,2.55,0.00,0.00
  └─ Other investing items,-1.19,0.00,0.00,0.00,0.00,0.00,0.00
Cash from Financing Activity,28,18,52,5,12,22,68
  └─ Proceeds from shares,8,15,0,0,0,119,0
  └─ Proceeds from borrowings,24,9,62,17,24,0,75
  └─ Repayment of borrowings,0,0,0,0,0,-86,0
  └─ Interest paid fin,-4,-5,-9,-10,-11,-11,-6
  └─ Dividends paid,0,0,0,-1,0,0,0
  └─ Financial liabilities,0,0,-1,-1,-0,-0,-1
Net Cash Flow,-1,-1,0,-0,-0,1,1
  └─ Free Cash Flow,-31,-19,-52,-5,-15,-22,-46
  └─ CFO/OP,-15%,-26%,-60%,65%,26%,32%,8%
