Metric,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,-0,-3,-5,-3
  └─ Profit from operations,0.17,-1.24,-6.45,-9.77
  └─ Receivables,-0.85,0.76,0.00,0.00
  └─ Inventory,0.15,0.00,-0.02,-0.46
  └─ Payables,0.02,0.54,0.72,1.41
  └─ Loans Advances,0.02,0.00,0.00,8.44
  └─ Other WC items,0.29,-3.44,0.72,-2.72
  └─ Working capital changes,-0.37,-2.14,1.42,6.68
  └─ Direct taxes,-0.09,-0.03,-0.11,-0.03
Cash from Investing Activity,0,-3,-37,-20
  └─ Fixed assets purchased,-0.01,-2.70,-33.17,-20.26
  └─ Interest received,0.34,0.33,0.12,0.22
  └─ Inter corporate deposits,0.00,-1.02,-4.00,0.00
Cash from Financing Activity,-0,8,41,23
  └─ Proceeds from shares,0.00,0.00,0.00,0.06
  └─ Proceeds from borrowings,0.17,0.00,0.00,27.11
  └─ Repayment of borrowings,0.00,-2.23,-0.03,0.00
  └─ Interest paid fin,0.00,-0.13,0.00,-1.15
  └─ Financial liabilities,-0.33,-0.24,-1.14,-2.57
  └─ Other financing items,0.00,10.30,42.54,0.00
Net Cash Flow,-0,1,-1,0
  └─ Free Cash Flow,-0,-6,-38,-23
  └─ CFO/OP,12%,221%,78%,23%
