Metric,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,595,247,179,230,186,-678,362
  └─ Profit from operations,253,215,220,201,259,441,572
  └─ Receivables,201,58,-102,-6,-295,-507,-62
  └─ Inventory,45,22,-9,-213,136,-150,-179
  └─ Other WC items,99,-46,75,251,94,-393,177
  └─ Working capital changes,345,34,-36,33,-66,-1049,-64
  └─ Direct taxes,-4,-2,-6,-4,-8,-70,-146
Cash from Investing Activity,-45,-59,53,-19,-54,-182,-331
  └─ Fixed assets purchased,-47,-36,-58,-20,-46,-130,-349
  └─ Fixed assets sold,1,1,4,1,1,3,4
  └─ Investments purchased,0,-22,-24,0,0,0,0
  └─ Investments sold,0,5,0,0,0,0,0
  └─ Interest received,2,3,3,2,2,3,3
  └─ Acquisition of companies,0,0,0,0,0,-54,0
  └─ Other investing items,-1,-11,129,-2,-11,-4,12
Cash from Financing Activity,-496,-216,-256,-203,-132,922,10
  └─ Proceeds from shares,0,0,0,0,0,976,0
  └─ Proceeds from debentures,0,0,100,0,0,0,0
  └─ Proceeds from borrowings,113,58,60,19,156,309,288
  └─ Repayment of borrowings,-421,-125,-188,-82,-114,-235,-40
  └─ Interest paid fin,-175,-145,-150,-137,-172,-125,-135
  └─ Dividends paid,0,0,0,0,0,0,-101
  └─ Financial liabilities,-2,-5,-2,-3,-3,-3,-3
  └─ Other financing items,-12,0,-75,0,0,0,0
Net Cash Flow,53,-29,-24,8,-0,61,41
  └─ Free Cash Flow,548,212,124,210,141,-806,16
  └─ CFO/OP,255%,128%,93%,126%,80%,-141%,94%
