Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,78,38,28,10,56,38,70,33,104,-22,5,-122
  └─ Profit from operations,-74,59,9,54,33,66,17,40,124,100,98,54
  └─ Receivables,-59,-4,17,-21,-6,16,-6,19,-78,-37,-11,-37
  └─ Inventory,71,22,-11,-26,-20,28,31,6,7,-57,-59,-105
  └─ Payables,24,-29,-6,31,18,1,41,40,86,32,118,160
  └─ Loans Advances,69,-67,-13,47,12,-6,2,-17,-3,-5,-2,-16
  └─ Operating investments,0,0,0,0,0,0,0,0,0,0,0,-94
  └─ Other WC items,71,66,20,-75,1,-69,-24,-52,-22,-43,-126,-65
  └─ Working capital changes,176,-13,8,-44,4,-31,44,-4,-10,-111,-79,-157
  └─ Direct taxes,-25,-8,11,-0,19,2,9,-2,-11,-12,-14,-19
Cash from Investing Activity,8,-21,-23,6,-2,-27,6,-13,-32,-12,68,-17
  └─ Fixed assets purchased,-13.33,-12.86,-22.62,-7.95,-13.86,-4.67,-4.26,-15.01,-41.92,-7.72,-18.35,-4.21
  └─ Fixed assets sold,16.78,10.66,3.96,7.95,2.26,1.73,4.69,4.33,0.76,9.38,1.16,9.17
  └─ Investments purchased,-7.99,-18.55,-2.85,-2.48,0.00,-13.70,0.00,-0.94,0.00,-0.58,-1.42,-38.81
  └─ Investments sold,0.00,31.00,0.01,0.48,3.86,10.39,16.73,45.53,0.68,0.06,151.64,45.00
  └─ Dividends received,0.35,0.24,0.88,0.00,0.00,0.00,0.00,0.13,0.00,0.00,0.00,0.00
  └─ Invest in subsidiaries,0.00,-2.43,0.00,0.00,0.00,0.00,0.00,-26.68,0.00,0.00,0.00,0.00
  └─ Other investing items,12.35,-28.76,-2.71,7.93,5.24,-20.80,-11.46,-20.00,8.47,-13.02,-64.95,-28.36
Cash from Financing Activity,-63,-26,-16,-24,-26,-34,-72,-22,-44,5,27,74
  └─ Proceeds from shares,0,104,13,13,11,0,4,74,0,6,5,5
  └─ Redemption of debentures,0,-26,-36,0,0,0,0,0,0,0,0,0
  └─ Proceeds from borrowings,0,-16,50,30,126,13,18,13,83,96,117,169
  └─ Repayment of borrowings,-11,-38,-13,-32,-135,-12,-59,-73,-105,-70,-66,-79
  └─ Proceeds from deposits,2,0,0,0,0,0,0,0,0,0,0,0
  └─ Interest paid fin,-58,-49,-46,-43,-39,-41,-38,-42,-28,-28,-39,-21
  └─ Dividends paid,0,0,0,0,0,0,0,0,0,-5,0,0
  └─ Financial liabilities,0,0,0,0,0,0,-2,0,0,-0,-0,0
  └─ Other financing items,3,-1,16,8,11,5,5,6,6,7,10,0
Net Cash Flow,23,-9,-12,-8,28,-24,4,-1,28,-29,100,-66
  └─ Free Cash Flow,81,36,9,10,45,35,71,23,62,-21,-12,-118
  └─ CFO/OP,-109%,125%,-299%,132%,443%,64%,-481%,156%,97%,-14%,21%,-199%
