Metric,Mar 2006,Mar 2007,Mar 2008,Mar 2009,Mar 2010
Cash from Operating Activity,68,71,68,22,52
  └─ Profit from operations,105,82,86,84,77
  └─ Receivables,5,-0,-1,1,-10
  └─ Inventory,5,-9,-18,-58,-45
  └─ Payables,9,30,34,16,59
  └─ Working capital changes,19,22,15,-42,4
  └─ Interest paid,3,0,0,0,0
  └─ Direct taxes,-28,-32,-32,-20,-29
  └─ Exceptional CF items,-31,-1,0,0,0
Cash from Investing Activity,-62,-29,-61,24,-5
  └─ Fixed assets purchased,-26,-19,-38,-25,-27
  └─ Fixed assets sold,1,1,0,0,0
  └─ Investments purchased,-823,-810,-1513,-1644,-1898
  └─ Investments sold,784,796,1481,1685,1914
  └─ Investment income,2,0,5,7,3
  └─ Interest received,0,1,3,1,3
  └─ Dividends received,0,3,0,0,0
Cash from Financing Activity,-22,-23,-37,-37,-55
  └─ Interest paid fin,0,-0,-0,-0,-0
  └─ Dividends paid,-22,-22,-36,-36,-54
  └─ Financial liabilities,0,-0,-1,-0,-0
Net Cash Flow,-16,20,-30,9,-7
  └─ Free Cash Flow,43,52,30,-3,25
  └─ CFO/OP,98%,128%,132%,98%,117%
