Metric,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,-0,2,15,23,33,40,30,22,34,41,19
  └─ Profit from operations,6,9,24,38,36,40,49,47,50,60,60
  └─ Receivables,-5,-5,-3,-9,-8,12,-1,-16,-1,1,-28
  └─ Payables,1,3,-2,9,10,-7,-8,4,-3,-2,6
  └─ Loans Advances,-3,0,0,0,0,0,0,0,0,0,0
  └─ Other WC items,1,-1,-0,0,0,0,0,0,0,0,0
  └─ Working capital changes,-6,-3,-6,-1,2,5,-9,-12,-4,-1,-22
  └─ Direct taxes,-0,-3,-4,-14,-6,-6,-10,-13,-11,-17,-20
Cash from Investing Activity,-1,1,-2,-9,-24,-11,-22,-4,-31,-32,1
  └─ Fixed assets purchased,-2,-1,-2,-0,-0,-0,-4,-3,-3,-2,-0
  └─ Fixed assets sold,0,0,0,0,0,1,0,0,0,0,0
  └─ Investments purchased,0,0,-6,-75,-40,0,-5,-18,-44,-127,-145
  └─ Investments sold,0,0,6,66,24,27,1,0,11,75,132
  └─ Interest received,0,0,0,1,1,2,4,2,5,8,5
  └─ Inter corporate deposits,0,2,0,0,0,0,0,0,0,0,0
  └─ Other investing items,0,-0,0,0,-10,-41,-17,15,1,13,10
Cash from Financing Activity,2,-4,-10,-6,-8,-6,-20,-23,-4,-11,-24
  └─ Repayment of borrowings,0.10,-3.09,-8.89,-0.52,-0.36,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Interest paid fin,-1.07,-1.00,-0.97,-0.08,-0.02,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Dividends paid,0.00,0.00,0.00,-5.83,0.00,0.00,-8.27,-7.01,0.00,-7.79,-20.26
  └─ Financial liabilities,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-3.91,-4.11,-3.59,-3.38
  └─ Other financing items,3.34,0.00,0.00,0.00,-7.66,-6.23,-11.87,-11.62,0.00,0.00,0.00
Net Cash Flow,1,-1,3,8,0,23,-12,-4,-0,-3,-3
  └─ Free Cash Flow,-2,1,12,23,32,41,26,19,32,39,19
  └─ CFO/OP,-3%,62%,114%,120%,122%,202%,99%,81%,96%,99%,65%
