Metric,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,-0,-4,4,2,17,-77,-90
  └─ Profit from operations,6,8,9,15,26,91,154
  └─ Receivables,-3,-10,3,4,-7,-89,-462
  └─ Inventory,-5,-7,-8,-7,-11,-66,-73
  └─ Payables,4,6,0,-4,23,23,321
  └─ Loans Advances,-1,-0,0,0,0,0,0
  └─ Other WC items,0,1,0,-5,-12,-29,0
  └─ Working capital changes,-5,-11,-4,-12,-7,-162,-215
  └─ Interest paid,0,0,0,-0,0,0,0
  └─ Direct taxes,-1,-1,-2,-2,-2,-6,-29
Cash from Investing Activity,-3,-12,-5,-7,-32,-207,-85
  └─ Fixed assets purchased,-3,-12,-5,-7,-8,-79,-97
  └─ Fixed assets sold,0,0,1,0,0,0,0
  └─ Investments purchased,0,0,-1,-0,0,0,0
  └─ Interest received,0,0,0,0,0,2,8
  └─ Invest in subsidiaries,0,0,0,0,0,0,-21
  └─ Other investing items,0,0,0,0,-24,-130,25
Cash from Financing Activity,4,16,2,6,15,287,258
  └─ Proceeds from shares,0,1,0,1,14,98,0
  └─ Proceeds from debentures,0,0,0,10,0,0,0
  └─ Proceeds from borrowings,6,19,8,18,9,209,117
  └─ Repayment of borrowings,-0,0,-3,-17,0,0,0
  └─ Interest paid fin,-2,-2,-2,-5,0,0,-25
  └─ Dividends paid,-0,-1,-1,-1,-2,-3,-3
  └─ Financial liabilities,0,-1,0,0,0,0,0
  └─ Other financing items,0,0,-0,1,-6,-17,169
Net Cash Flow,1,0,-0,0,-0,2,83
  └─ Free Cash Flow,-3,-16,-1,-6,9,-157,-187
  └─ CFO/OP,10%,-40%,62%,25%,77%,-78%,-43%
