Metric,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,-1,24,3,9,7
  └─ Profit from operations,13.42,19.99,19.63,29.07,38.10
  └─ Receivables,-6.47,5.59,-12.74,-19.40,-20.83
  └─ Inventory,0.08,-1.16,-0.60,-5.13,3.69
  └─ Payables,-1.07,-0.31,-0.02,13.19,-1.98
  └─ Loans Advances,-4.67,0.04,-0.03,0.08,0.00
  └─ Other WC items,0.41,4.45,-0.98,-4.41,0.26
  └─ Working capital changes,-11.71,8.61,-14.36,-15.67,-18.86
  └─ Direct taxes,-2.71,-4.75,-1.82,-4.69,-12.00
Cash from Investing Activity,-1,-16,-5,-15,-88
  └─ Fixed assets purchased,-1,-15,-3,-9,-2
  └─ Investments purchased,0,-0,0,-5,0
  └─ Interest received,0,0,0,0,0
  └─ Redemp n Canc of Shares,0,0,0,2,0
  └─ Acquisition of companies,0,0,-2,0,0
  └─ Other investing items,0,0,-0,-4,-86
Cash from Financing Activity,3,5,-1,2,82
  └─ Proceeds from shares,0,0,0,0,90
  └─ Proceeds from borrowings,3,6,6,3,17
  └─ Repayment of borrowings,0,0,0,0,-13
  └─ Interest paid fin,-0,-0,-1,-1,-3
  └─ Dividends paid,0,0,-6,0,0
  └─ Financial liabilities,0,0,-0,0,-0
  └─ Other financing items,0,0,0,0,-9
Net Cash Flow,0,13,-3,-5,2
  └─ Free Cash Flow,-2,9,1,-0,5
  └─ CFO/OP,13%,141%,27%,46%,51%
