Metric,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,-2,19,12
  └─ Profit from operations,6.75,16.11,32.80
  └─ Receivables,-7.04,1.48,-12.90
  └─ Payables,-0.12,0.44,-0.19
  └─ Loans Advances,-0.55,0.37,0.00
  └─ Other WC items,-0.24,2.38,-9.08
  └─ Working capital changes,-7.95,4.67,-22.17
  └─ Direct taxes,-1.02,-1.38,1.43
Cash from Investing Activity,-1,-40,6
  └─ Fixed assets purchased,-0.17,-0.68,-6.20
  └─ Fixed assets sold,0.00,0.24,0.00
  └─ Investments purchased,-1.07,-9.12,0.00
  └─ Interest received,0.01,1.59,1.42
  └─ Invest in subsidiaries,0.00,-3.26,0.00
  └─ Investment in group cos,0.00,0.00,-7.28
  └─ Redemp n Canc of Shares,0.01,0.00,0.00
  └─ Other investing items,0.00,-28.27,18.09
Cash from Financing Activity,1,25,-1
  └─ Proceeds from borrowings,1.32,0.00,0.00
  └─ Repayment of borrowings,0.00,-0.16,-0.59
  └─ Interest paid fin,-0.16,-0.39,-0.28
  └─ Other financing items,0.00,25.72,0.00
Net Cash Flow,-2,5,17
  └─ Free Cash Flow,-2,19,6
  └─ CFO/OP,-18%,135%,34%
