Metric,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,871,757,402,2139,376,488,848
  └─ Profit from operations,115,-297,-308,-43,-96,106,157
  └─ Receivables,75,-74,216,227,-193,-266,-174
  └─ Inventory,613,644,65,1918,252,-901,327
  └─ Payables,114,71,192,26,445,1575,660
  └─ Working capital changes,801,641,473,2171,504,407,813
  └─ Interest paid,0,0,293,0,0,0,0
  └─ Direct taxes,-45,-32,-56,12,-31,-25,-121
  └─ Other operating items,0,445,0,0,0,0,0
Cash from Investing Activity,53,-41,104,-32,-132,-35,-142
  └─ Fixed assets purchased,-11,-13,-18,-23,-50,-43,-138
  └─ Fixed assets sold,3,1,0,7,65,3,32
  └─ Investments purchased,0,0,0,-375,-142,-430,-125
  └─ Investments sold,2,0,12,415,184,461,55
  └─ Interest received,223,274,232,38,49,39,56
  └─ Dividends received,0,0,0,0,0,0,0
  └─ Redemp n Canc of Shares,236,198,0,0,0,0,0
  └─ Acquisition of companies,-186,-120,0,0,0,0,0
  └─ Other investing items,-214,-382,-122,-93,-238,-65,-22
Cash from Financing Activity,-771,-645,-422,-2101,-300,-644,-577
  └─ Proceeds from shares,0,0,0,0,0,1440,1590
  └─ Proceeds from debentures,235,0,688,1241,1542,160,0
  └─ Redemption of debentures,0,-100,0,-158,-775,-585,0
  └─ Proceeds from borrowings,1144,1241,2922,3337,4128,3623,5391
  └─ Repayment of borrowings,-1686,-1028,-3259,-5121,-3992,-4360,-6407
  └─ Interest paid fin,0,0,0,-1400,-1203,-921,-1090
  └─ Other financing items,-464,-757,-774,0,0,0,-61
Net Cash Flow,153,71,84,6,-56,-190,130
  └─ Free Cash Flow,863,744,385,2123,391,449,742
  └─ CFO/OP,893%,1108%,-947%,-2670%,-317%,903%,816%
