Metric,Mar 2006,Mar 2007,Mar 2008,Mar 2009,Mar 2010
Cash from Operating Activity,-16,-7,-3,-16,-10
  └─ Profit from operations,-7.76,3.70,-8.63,-15.17,-8.38
  └─ Receivables,-4.92,-4.54,7.59,1.31,-1.14
  └─ Inventory,-2.35,-2.89,-0.23,2.57,0.57
  └─ Payables,9.46,-0.65,-0.79,-2.15,-1.35
  └─ Loans Advances,-4.07,-1.03,-0.32,-0.30,0.38
  └─ Working capital changes,-1.88,-9.11,6.25,1.43,-1.54
  └─ Direct taxes,-0.19,-0.15,-0.75,-1.09,-0.29
  └─ Other operating items,-5.95,-1.42,0.00,0.00,0.00
  └─ Exceptional CF items,0.00,0.00,0.15,-0.72,0.36
Cash from Investing Activity,-56,-15,-67,20,29
  └─ Fixed assets purchased,-54.48,-15.31,-9.83,-12.91,-1.12
  └─ Fixed assets sold,0.00,0.00,0.07,0.05,0.08
  └─ Interest received,0.00,0.17,0.76,4.46,2.93
  └─ Invest in subsidiaries,-1.57,0.00,0.00,0.00,0.00
  └─ Other investing items,0.00,-0.15,-58.30,28.58,27.22
Cash from Financing Activity,74,22,70,-4,-8
  └─ Proceeds from shares,26.81,20.00,88.18,0.53,0.00
  └─ Proceeds from borrowings,31.43,11.26,11.32,0.49,0.25
  └─ Repayment of borrowings,0.00,-7.31,-26.87,-2.94,-7.71
  └─ Interest paid fin,0.00,-1.75,-2.58,-1.89,-0.91
  └─ Share application money,0.00,0.00,0.00,0.00,0.03
  └─ Other financing items,15.99,0.00,0.00,0.00,0.00
Net Cash Flow,2,-0,-0,1,11
  └─ Free Cash Flow,-70,-22,-13,-28,-11
  └─ CFO/OP,619%,109%,23%,82%,102%
