Metric,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,-10,130,-4,36,-1,24,-52,14,62
  └─ Profit from operations,32,23,19,39,53,24,37,14,77
  └─ Inventory,-83,42,-49,53,-19,-21,-15,5,-20
  └─ Other WC items,55,73,30,-50,-24,25,-69,-3,16
  └─ Working capital changes,-28,115,-19,3,-42,4,-84,2,-4
  └─ Direct taxes,-14,-8,-4,-7,-11,-4,-6,-2,-11
Cash from Investing Activity,-22,-36,-26,-68,59,-63,-81,-21,3
  └─ Fixed assets purchased,-24.67,-32.96,-11.00,-0.73,-6.91,-8.22,-38.72,-70.90,-37.40
  └─ Fixed assets sold,0.00,0.00,0.04,1.36,0.26,0.03,0.31,2.42,0.08
  └─ Investments purchased,-75.75,-155.66,-9.78,-5.26,-15.19,-59.72,-46.73,0.00,0.00
  └─ Investments sold,68.54,145.64,11.42,1.23,0.03,0.08,0.05,45.10,38.91
  └─ Interest received,2.64,1.50,1.89,1.20,6.45,1.49,1.51,2.33,1.61
  └─ Dividends received,0.01,0.08,2.87,0.03,1.34,1.27,1.22,0.01,0.00
  └─ Redemp n Canc of Shares,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00
  └─ Acquisition of companies,0.00,0.00,0.00,0.00,-0.01,0.00,0.00,0.00,0.00
  └─ Other investing items,7.22,5.03,-21.90,-65.35,72.68,1.58,1.67,0.19,-0.03
Cash from Financing Activity,34,-96,53,5,-59,35,130,9,-70
  └─ Proceeds from borrowings,38,0,56,7,0,40,137,18,0
  └─ Repayment of borrowings,0,-93,-0,-0,-57,0,0,0,-54
  └─ Interest paid fin,-4,-3,-2,-2,-2,-4,-7,-9,-16
  └─ Financial liabilities,0,0,-0,-0,-0,-0,-0,-0,-0
Net Cash Flow,2,-2,23,-27,-1,-4,-3,2,-6
  └─ Free Cash Flow,-35,97,-15,36,-7,16,-91,-55,24
  └─ CFO/OP,11%,676%,3%,108%,20%,117%,-124%,108%,95%
