Metric,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,29,18,21,27,32,51,30,38,38,-18
  └─ Profit from operations,30,24,54,35,43,47,41,38,59,65
  └─ Receivables,-2,-0,-8,5,-8,-18,-6,6,-29,-23
  └─ Inventory,5,-4,-4,-3,-10,-5,-11,9,1,-49
  └─ Payables,-2,-5,-8,-8,12,41,12,-17,-4,5
  └─ Other WC items,3,7,-4,4,-2,-7,-3,5,16,-10
  └─ Working capital changes,4,-2,-24,-2,-7,11,-8,2,-15,-77
  └─ Direct taxes,-5,-3,-10,-6,-3,-7,-3,-2,-5,-6
Cash from Investing Activity,-8,-9,-13,-17,-40,-98,-21,-10,-7,-7
  └─ Fixed assets purchased,-7.11,-8.50,-13.80,-16.96,-47.31,-98.60,-21.91,-18.94,-7.01,-5.99
  └─ Fixed assets sold,0.00,0.54,0.00,0.00,4.94,0.00,0.21,0.03,0.00,0.07
  └─ Investments purchased,-1.55,-1.61,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.05
  └─ Investments sold,0.00,0.00,0.87,0.00,2.37,0.04,0.99,8.46,0.00,0.00
  └─ Interest received,0.34,0.35,0.21,0.10,0.31,0.27,0.13,0.37,0.33,0.12
  └─ Dividends received,0.01,0.04,0.03,0.02,0.04,0.02,0.02,0.04,0.00,0.04
Cash from Financing Activity,-19,-9,-8,-6,3,45,-10,-27,-30,22
  └─ Proceeds from shares,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Proceeds from borrowings,0.00,4.56,2.17,0.92,9.25,50.89,7.35,0.00,0.25,42.07
  └─ Repayment of borrowings,-16.06,-10.24,-4.41,-1.71,0.00,0.00,-4.13,-13.30,-16.06,-3.60
  └─ Interest paid fin,-5.02,-3.97,-2.77,-2.03,-2.40,-4.51,-10.58,-13.79,-10.69,-9.43
  └─ Dividends paid,0.00,0.00,-3.00,-2.94,-3.81,-1.25,-2.49,0.00,-2.49,-6.24
  └─ Other financing items,-3.64,0.59,-0.12,0.10,-0.02,0.34,-0.15,-0.01,-0.79,-0.42
Net Cash Flow,2,0,0,4,-4,-2,-1,1,2,-2
  └─ Free Cash Flow,22,10,7,10,-10,-47,8,19,31,-24
  └─ CFO/OP,115%,94%,57%,117%,101%,143%,92%,111%,76%,-18%
