Metric,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025
Cash from Operating Activity,8.38,8.98,-6.29,-5.53,-24.90,2.68,0.58,1.34,-1.50,0.30
  └─ Profit from operations,8.46,-7.04,-4.75,-7.43,-7.95,1.03,1.52,2.48,0.74,-0.28
  └─ Receivables,-8.70,12.76,2.45,-0.05,-0.15,1.90,1.13,-1.29,-0.30,0.94
  └─ Inventory,7.18,14.03,-4.75,11.57,14.37,0.79,0.00,0.00,0.00,0.00
  └─ Payables,0.42,-9.64,-2.23,1.47,-4.02,1.65,-2.04,1.12,-0.54,-1.38
  └─ Loans Advances,0.63,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Other WC items,0.59,-1.12,3.10,-11.03,-27.33,-2.58,0.15,-1.03,-1.55,0.94
  └─ Working capital changes,0.13,16.03,-1.43,1.95,-17.13,1.75,-0.76,-1.21,-2.39,0.50
  └─ Direct taxes,-0.21,0.00,-0.12,-0.06,0.18,-0.10,-0.18,0.06,0.15,0.08
Cash from Investing Activity,-1.13,27.42,22.50,10.97,43.96,0.03,0.79,0.07,0.11,0.07
  └─ Fixed assets purchased,-1.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Fixed assets sold,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.09,0.07
  └─ Investments sold,0.00,0.01,1.33,0.41,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Interest received,0.25,0.21,0.15,0.15,0.05,0.03,0.03,0.07,0.02,0.00
  └─ Dividends received,0.02,0.02,0.04,0.01,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Other investing items,0.00,27.18,20.98,10.40,43.91,0.00,0.76,0.00,0.00,0.00
Cash from Financing Activity,-7.88,-36.43,-16.14,-5.49,-19.02,-2.51,-1.68,-1.32,1.37,-0.37
  └─ Proceeds from borrowings,18.28,0.00,0.00,3.19,0.30,0.00,0.00,0.00,4.05,12.07
  └─ Repayment of borrowings,-12.38,-24.94,-8.60,-2.79,-14.31,-0.81,-0.09,0.00,-0.35,-12.21
  └─ Corporate loans,0.00,1.00,0.50,0.50,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Interest paid fin,-12.44,-12.49,-8.05,-6.40,-5.02,-1.70,-1.59,-1.32,-2.33,-0.24
  └─ Other financing items,-1.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Net Cash Flow,-0.63,-0.02,0.06,-0.06,0.03,0.19,-0.31,0.09,-0.02,0.00
  └─ Free Cash Flow,6.99,8.98,-6.29,-5.53,-24.90,2.68,0.58,1.34,-1.41,0.37
  └─ CFO/OP,93%,-140%,135%,75%,271%,-591%,-281%,-512%,270%,-79%
