Metric,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,-126,18,62,149,211,33,-119,505
  └─ Profit from operations,49,108,18,64,75,126,30,106
  └─ Receivables,-102,-198,98,16,67,-585,-1051,919
  └─ Inventory,10,-7,8,-45,-1,5,36,21
  └─ Payables,49,161,-133,118,76,497,887,-506
  └─ Operating investments,-0,-29,-2,-0,-0,-0,-0,-0
  └─ Operating borrowings,236,13,-42,-0,-0,-0,-0,-0
  └─ Other WC items,-364,-29,117,-0,-0,-0,-0,-0
  └─ Working capital changes,-171,-88,46,89,142,-82,-128,435
  └─ Direct taxes,-5,-2,-2,-4,-5,-10,-21,-36
Cash from Investing Activity,1,-64,-4,-35,-466,-446,156,-278
  └─ Fixed assets purchased,-2,-5,-0,-0,-0,-2,-2,-3
  └─ Investments purchased,-54,0,-3,-38,-463,-450,0,-276
  └─ Investments sold,0,6,0,0,0,0,166,0
  └─ Interest received,0,0,0,0,0,4,46,0
  └─ Dividends received,0,0,0,0,0,0,0,0
  └─ Other investing items,56,-65,-1,3,-3,1,-54,0
Cash from Financing Activity,185,22,66,-181,418,403,-150,-13
  └─ Proceeds from shares,99.79,0.00,0.00,0.00,102.60,0.00,9.97,0.02
  └─ Proceeds from borrowings,74.79,0.00,0.00,0.00,357.30,371.95,0.00,2.17
  └─ Repayment of borrowings,0.00,-10.87,-0.94,-181.28,0.00,0.00,-91.70,0.00
  └─ Interest paid fin,-13.78,-7.09,-0.74,-1.05,-4.30,0.00,-67.79,-13.71
  └─ Financial liabilities,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.56
  └─ Other financing items,24.06,40.03,67.69,1.30,-37.82,30.73,0.00,0.00
Net Cash Flow,59,-24,124,-67,163,-10,-112,214
  └─ Free Cash Flow,-128,14,62,149,211,32,-121,502
  └─ CFO/OP,-215%,21%,80%,168%,252%,29%,-52%,342%
