Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,104,122,241,93,-183,748,447,-269,912,1041,610,933
  └─ Profit from operations,133,67,245,337,685,552,508,660,1070,1248,963,718
  └─ Receivables,21,119,-10,-105,-598,-24,-21,-233,66,109,-37,75
  └─ Inventory,-54,-9,15,-25,-262,55,-213,-463,-71,-70,235,203
  └─ Payables,47,65,63,-31,166,296,195,-252,-86,-30,-383,106
  └─ Loans Advances,-210,-96,0,0,0,0,0,0,0,0,0,0
  └─ Other WC items,202,0,0,0,0,0,0,0,0,0,0,0
  └─ Working capital changes,6,79,68,-161,-693,327,-39,-947,-91,9,-185,384
  └─ Direct taxes,-35,-23,-71,-84,-175,-131,-22,17,-67,-215,-168,-169
Cash from Investing Activity,-630,12,-107,13,-161,-730,-183,563,-386,-722,-486,-775
  └─ Fixed assets purchased,-152,-14,-133,-110,-27,-846,-20,-8,-19,-32,-23,-170
  └─ Fixed assets sold,0,1,0,8,4,0,0,1,0,0,0,1
  └─ Investments purchased,-927,-251,-571,-175,-1094,-1263,-723,-669,-2078,-3149,-3777,-3892
  └─ Investments sold,422,216,492,315,1027,1411,527,1097,1601,2353,3018,3232
  └─ Interest received,29,12,22,23,40,24,44,41,51,29,74,53
  └─ Dividends received,0,3,1,0,0,0,0,0,0,0,0,0
  └─ Invest in subsidiaries,-0,0,0,0,0,0,0,0,0,0,0,0
  └─ Redemp n Canc of Shares,0,0,0,0,0,0,0,0,0,0,0,0
  └─ Acquisition of companies,0,0,0,0,0,0,0,0,-7,0,0,0
  └─ Other investing items,-2,45,82,-47,-111,-56,-11,101,65,78,221,1
Cash from Financing Activity,527,-141,-133,-95,387,7,-285,-286,-542,-320,-136,-123
  └─ Proceeds from shares,63,0,0,0,0,0,0,0,0,0,0,0
  └─ Proceeds from borrowings,559,0,23,4,470,180,0,0,0,0,0,13
  └─ Repayment of borrowings,0,-74,-102,-25,0,-52,-206,-222,-475,-247,0,0
  └─ Interest paid fin,-20,-26,-34,-34,-34,-72,-62,-40,-34,-6,-2,-2
  └─ Dividends paid,-40,-34,-17,-34,-40,-40,-17,-24,-34,-67,-134,-134
  └─ Other financing items,-35,-7,-3,-7,-8,-8,0,0,0,0,0,0
Net Cash Flow,2,-6,2,10,44,25,-21,8,-17,0,-13,36
  └─ Free Cash Flow,-48,109,108,-10,-206,-98,428,-277,893,1009,586,765
  └─ CFO/OP,132%,378%,139%,57%,-1%,172%,106%,-49%,97%,105%,86%,165%
