Metric,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,7.25,5.69,1.75
  └─ Profit from operations,5.90,4.92,7.23
  └─ Receivables,-5.66,12.20,-4.63
  └─ Inventory,-2.86,-0.50,1.88
  └─ Payables,1.59,-0.01,-0.88
  └─ Loans Advances,-0.01,-0.08,0.05
  └─ Operating borrowings,0.60,-1.72,-1.96
  └─ Other WC items,9.02,-7.28,1.28
  └─ Working capital changes,2.67,2.60,-4.26
  └─ Direct taxes,-1.32,-1.84,-1.22
Cash from Investing Activity,-7.02,-5.17,-0.83
  └─ Fixed assets purchased,-0.20,-1.20,-0.66
  └─ Capital WIP,-3.71,-1.88,-1.47
  └─ Interest received,1.33,1.90,2.17
  └─ Other investing items,-4.44,-4.00,-0.87
Cash from Financing Activity,-0.24,-0.39,-0.77
  └─ Proceeds from borrowings,0.60,0.00,0.00
  └─ Repayment of borrowings,-0.04,-0.03,-0.38
  └─ Interest paid fin,-0.80,-0.37,-0.39
Net Cash Flow,-0.01,0.12,0.16
  └─ Free Cash Flow,3.34,2.61,-0.38
  └─ CFO/OP,145%,183%,39%
