Metric,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,-2,-7,-20,20
  └─ Profit from operations,3.41,8.44,12.80,14.80
  └─ Receivables,2.30,-5.97,-38.08,-19.49
  └─ Inventory,1.93,-9.16,-15.54,-3.78
  └─ Payables,-10.00,-0.29,20.86,36.38
  └─ Loans Advances,0.00,0.01,-0.50,0.49
  └─ Other WC items,0.66,0.30,2.42,-5.86
  └─ Working capital changes,-5.12,-15.11,-30.84,7.74
  └─ Direct taxes,-0.15,-0.19,-1.60,-2.68
Cash from Investing Activity,0,1,-0,-1
  └─ Fixed assets purchased,-0.01,-0.01,-0.41,-1.02
  └─ Fixed assets sold,0.08,1.44,0.00,0.00
  └─ Investments sold,0.00,0.04,0.00,0.00
  └─ Interest received,0.03,0.01,0.06,0.04
  └─ Other investing items,0.00,0.00,0.00,-0.36
Cash from Financing Activity,7,-0,20,-18
  └─ Proceeds from shares,0.00,0.00,0.00,2.38
  └─ Proceeds from borrowings,13.01,3.69,24.03,0.00
  └─ Repayment of borrowings,-3.28,-1.97,-1.66,-36.99
  └─ Interest paid fin,-2.50,-1.73,-2.41,-2.45
  └─ Other financing items,0.00,0.00,0.00,18.71
Net Cash Flow,5,-5,-0,0
  └─ Free Cash Flow,-2,-5,-20,19
  └─ CFO/OP,-56%,-82%,-142%,155%
