Metric,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,227,13,201,195,152,299,630
  └─ Profit from operations,164,171,72,197,473,554,959
  └─ Inventory,-19,34,-72,-108,-20,-35,-394
  └─ Other WC items,86,-198,210,109,-290,-192,218
  └─ Working capital changes,67,-165,138,1,-310,-227,-176
  └─ Direct taxes,-4,6,-9,-2,-11,-28,-153
Cash from Investing Activity,-36,-40,-155,-110,-64,-169,-1748
  └─ Fixed assets purchased,-49,-57,-161,-131,-72,-146,-722
  └─ Fixed assets sold,5,4,0,17,0,0,0
  └─ Investments sold,0,0,0,0,0,0,0
  └─ Interest received,13,13,7,6,5,16,45
  └─ Other investing items,-5,-0,-1,-3,2,-38,-1071
Cash from Financing Activity,-174,4,-36,-102,-81,-100,1115
  └─ Proceeds from shares,0,15,0,0,0,653,1431
  └─ Proceeds from borrowings,0,173,140,96,120,0,0
  └─ Repayment of borrowings,-29,-70,-58,-61,-50,-578,-131
  └─ Interest paid fin,-92,-105,-109,-126,-143,-165,-178
  └─ Financial liabilities,-5,-5,-10,-10,-9,-9,-8
  └─ Other financing items,-48,-5,0,0,0,0,0
Net Cash Flow,16,-23,10,-17,7,30,-4
  └─ Free Cash Flow,182,-40,41,82,81,152,-92
  └─ CFO/OP,165%,4%,358%,106%,41%,66%,85%
