Metric,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,0,-3,-7,-6,8
  └─ Profit from operations,0.00,11.63,14.78,22.69,19.94
  └─ Receivables,0.00,0.08,-14.83,-18.22,-7.63
  └─ Inventory,0.00,-1.18,3.86,2.52,0.00
  └─ Payables,0.00,-15.92,0.53,-4.35,4.92
  └─ Loans Advances,0.00,-1.65,0.61,1.96,-3.80
  └─ Other WC items,0.00,4.90,-10.08,-7.03,-2.37
  └─ Working capital changes,0.00,-13.75,-19.91,-25.11,-8.88
  └─ Direct taxes,0.00,-1.30,-1.90,-3.22,-2.70
Cash from Investing Activity,0,-11,-10,-11,-9
  └─ Fixed assets purchased,0.00,-10.60,-10.69,-12.03,-9.86
  └─ Investments purchased,0.00,-0.10,0.00,0.00,0.00
  └─ Interest received,0.00,0.15,0.21,0.58,1.11
Cash from Financing Activity,0,10,17,18,3
  └─ Proceeds from shares,0.00,0.04,7.43,13.57,0.00
  └─ Proceeds from borrowings,0.00,23.39,14.27,10.83,10.61
  └─ Repayment of borrowings,0.00,-10.60,0.00,0.00,0.00
  └─ Interest paid fin,0.00,-3.25,-4.58,-6.55,-7.60
  └─ Dividends paid,0.00,0.00,0.00,0.00,-0.41
  └─ Other financing items,0.00,0.00,0.00,0.01,0.00
Net Cash Flow,0,-4,-0,1,2
  └─ Free Cash Flow,0,-14,-18,-18,-2
  └─ CFO/OP,,-21%,-40%,-11%,59%
