Metric,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,49,45,48,1,5,95,134,161
  └─ Profit from operations,47,75,96,107,144,122,144,158
  └─ Receivables,3,-11,-24,-44,-89,17,45,-130
  └─ Inventory,-19,-22,6,-59,-0,-14,-57,46
  └─ Payables,3,11,-4,54,-23,-13,3,73
  └─ Loans Advances,0,-0,0,0,-0,0,-0,0
  └─ Other WC items,21,5,-4,-23,6,10,15,31
  └─ Working capital changes,8,-17,-27,-72,-106,-2,6,20
  └─ Direct taxes,-7,-13,-21,-33,-33,-26,-15,-16
Cash from Investing Activity,-15,-19,-29,-146,-40,-45,-68,-86
  └─ Fixed assets purchased,-17,-23,-32,-69,-48,-55,-66,-56
  └─ Fixed assets sold,1,0,3,1,7,0,0,3
  └─ Investments purchased,-9,-9,-24,-60,0,-77,0,0
  └─ Investments sold,10,9,24,61,0,78,0,0
  └─ Interest received,1,1,1,1,0,1,2,4
  └─ Invest in subsidiaries,0,0,0,-113,0,0,0,0
  └─ Other investing items,-1,3,-1,33,0,9,-4,-37
Cash from Financing Activity,-29,-30,-10,160,13,-19,-60,-85
  └─ Proceeds from shares,0,0,40,67,7,7,0,0
  └─ Proceeds from borrowings,9,8,6,128,62,144,56,40
  └─ Repayment of borrowings,-15,-25,-8,-12,-23,-44,-62,-76
  └─ Interest paid fin,-14,-8,-7,-11,-18,-21,-32,-34
  └─ Dividends paid,-1,-3,-3,-5,-7,-8,-8,-8
  └─ Financial liabilities,0,0,0,0,0,-3,-7,-9
  └─ Other financing items,-7,-1,-38,-7,-7,-93,-7,2
Net Cash Flow,5,-5,9,14,-22,31,6,-10
  └─ Free Cash Flow,33,22,20,-67,-36,40,68,108
  └─ CFO/OP,119%,79%,75%,31%,27%,106%,110%,127%
