Metric,Mar 2025,Mar 2026
  └─ Profit from operations,4.67,6.70
  └─ Receivables,-4.07,-5.45
  └─ Inventory,-1.85,-2.78
  └─ Payables,0.55,3.39
  └─ Loans Advances,-0.47,-0.32
  └─ Other WC items,0.94,3.27
  └─ Working capital changes,-4.90,-1.89
  └─ Direct taxes,-1.20,-0.11
  └─ Fixed assets purchased,-1.85,-2.11
  └─ Interest received,0.00,0.05
  └─ Proceeds from shares,0.00,17.07
  └─ Proceeds from borrowings,3.55,3.29
  └─ Repayment of borrowings,0.00,-0.28
  └─ Interest paid fin,-0.43,-1.03
