Metric,Mar 2022,Mar 2023,Mar 2024
Cash from Operating Activity,0.84,-2.14,2.50
  └─ Profit from operations,3.69,4.51,8.11
  └─ Receivables,-7.65,0.45,1.10
  └─ Inventory,2.92,-4.10,-8.72
  └─ Payables,1.15,-1.72,1.40
  └─ Loans Advances,0.45,0.24,0.06
  └─ Other WC items,1.22,-0.60,2.15
  └─ Working capital changes,-1.91,-5.73,-4.02
  └─ Direct taxes,-0.94,-0.92,-1.59
Cash from Investing Activity,-4.57,-0.24,-0.46
  └─ Fixed assets purchased,-2.94,-0.20,-0.07
  └─ Investments sold,0.00,0.00,0.09
  └─ Other investing items,-1.62,-0.04,-0.47
Cash from Financing Activity,3.72,2.44,-2.15
  └─ Proceeds from shares,0.37,0.97,0.00
  └─ Proceeds from borrowings,4.98,3.66,0.95
  └─ Repayment of borrowings,0.00,-0.39,-0.82
  └─ Interest paid fin,-0.95,-1.34,-1.72
  └─ Other financing items,-0.67,-0.46,-0.56
Net Cash Flow,-0.01,0.06,-0.11
  └─ Free Cash Flow,-2.10,-2.34,2.43
  └─ CFO/OP,78%,-35%,59%
