Metric,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,-6,87,58,13,87,219,373,92,75,-19,116
  └─ Profit from operations,68,64,92,108,75,304,520,80,48,64,109
  └─ Receivables,-8,8,-13,-13,4,-65,14,26,37,4,-51
  └─ Inventory,-29,-20,52,-45,29,19,-17,4,0,-90,42
  └─ Payables,36,-2,-56,26,-39,25,13,-62,-1,39,17
  └─ Loans Advances,-61,0,0,0,0,0,0,0,0,0,0
  └─ Other WC items,17,51,9,-32,32,4,-28,70,-4,-13,12
  └─ Working capital changes,-44,37,-8,-65,26,-17,-19,38,32,-60,20
  └─ Direct taxes,-30,-14,-25,-30,-13,-68,-128,-25,-5,-23,-13
Cash from Investing Activity,-7,-133,-8,-20,-18,-4,-16,-262,-82,-155,75
  └─ Fixed assets purchased,-16,-123,-32,-19,-29,-24,-27,-45,-25,-101,-69
  └─ Fixed assets sold,0,0,0,0,0,0,0,0,0,0,1
  └─ Investments purchased,-0,-0,0,0,-0,-0,0,-0,-28,-11,0
  └─ Investments sold,0,0,4,0,0,0,0,0,0,25,9
  └─ Interest received,3,1,0,2,6,10,14,21,23,21,15
  └─ Dividends received,6,2,1,2,1,0,0,0,0,0,0
  └─ Acquisition of companies,0,0,0,0,0,0,0,-242,0,-5,0
  └─ Other investing items,1,-13,18,-5,5,11,-3,4,-52,-84,118
Cash from Financing Activity,-11,6,-17,-2,-29,-28,-26,-64,-7,-0,-9
  └─ Proceeds from borrowings,1.59,18.48,0.00,10.74,0.00,0.00,4.39,0.00,15.69,23.13,13.04
  └─ Repayment of borrowings,0.00,0.00,-3.08,0.00,-8.17,-11.36,0.00,-12.07,0.00,0.00,0.00
  └─ Interest paid fin,-2.52,-2.31,-3.26,-2.32,-5.12,-3.95,-4.73,-9.22,-9.60,-10.45,-13.55
  └─ Dividends paid,-8.60,-8.60,-8.60,-8.60,-12.90,-12.90,-25.80,-43.01,-12.91,-12.91,-8.60
  └─ Other financing items,-1.75,-1.75,-1.75,-1.77,-2.66,0.00,0.00,0.00,0.00,0.00,0.00
Net Cash Flow,-24,-39,33,-9,41,186,331,-234,-14,-174,182
  └─ Free Cash Flow,-22,-36,26,-6,58,194,346,47,50,-120,49
  └─ CFO/OP,36%,194%,86%,44%,144%,95%,95%,158%,170%,6%,158%
