Metric,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,56,2,1,-10
  └─ Profit from operations,40,1,3,8
  └─ Receivables,22,43,-27,-21
  └─ Inventory,3,3,6,-41
  └─ Payables,8,-21,15,53
  └─ Loans Advances,-1,0,-0,0
  └─ Other WC items,-7,-25,3,-8
  └─ Working capital changes,25,-0,-4,-17
  └─ Direct taxes,-9,1,2,0
  └─ Advance tax,0,0,0,-1
Cash from Investing Activity,-55,-144,-53,7
  └─ Fixed assets purchased,-38,-46,-114,-34
  └─ Fixed assets sold,-0,-0,0,0
  └─ Investments purchased,-34,-4,-0,-26
  └─ Investments sold,-0,-0,38,-0
  └─ Interest received,0,-0,-0,-0
  └─ Other investing items,16,-94,23,68
Cash from Financing Activity,-1,152,45,2
  └─ Proceeds from shares,0,136,0,11
  └─ Proceeds from borrowings,0,17,45,0
  └─ Repayment of borrowings,-1,0,0,-76
  └─ Interest paid fin,-0,-0,-0,-2
  └─ Other financing items,0,0,-0,69
Net Cash Flow,-0,10,-7,-1
  └─ Free Cash Flow,18,-44,-112,-45
  └─ CFO/OP,185%,-11%,25%,-147%
