Metric,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,11,9,20,21,39,37
  └─ Profit from operations,15,25,36,40,55,76
  └─ Receivables,2,-18,-1,-3,-11,-7
  └─ Inventory,-2,-3,-6,-9,-7,-23
  └─ Payables,0,5,2,2,5,3
  └─ Loans Advances,0,-0,0,0,-0,-0
  └─ Other WC items,-2,5,-3,-0,6,3
  └─ Working capital changes,-1,-11,-9,-11,-8,-23
  └─ Direct taxes,-3,-5,-8,-9,-8,-16
Cash from Investing Activity,-13,-42,-24,-15,-30,-31
  └─ Fixed assets purchased,-2.27,-35.75,-33.89,-9.08,-13.27,-13.78
  └─ Fixed assets sold,0.00,0.68,0.00,0.03,0.08,0.02
  └─ Interest received,0.11,0.85,0.35,0.06,0.03,0.05
  └─ Other investing items,-10.57,-7.85,9.50,-6.46,-16.69,-17.76
Cash from Financing Activity,8,29,3,-3,-5,-7
  └─ Proceeds from shares,14.03,0.00,0.00,0.00,0.00,0.21
  └─ Proceeds from debentures,0.00,30.90,0.00,0.00,0.00,0.00
  └─ Proceeds from borrowings,0.00,0.00,8.74,0.42,0.00,0.00
  └─ Repayment of borrowings,-5.21,0.00,-4.62,-1.67,-1.67,-1.67
  └─ Interest paid fin,-0.59,-0.64,-0.15,-0.67,-0.87,-0.72
  └─ Dividends paid,0.00,-1.09,-0.54,-1.15,-2.07,-4.59
  └─ Financial liabilities,-0.10,-0.11,0.00,0.00,0.00,0.00
Net Cash Flow,7,-4,-1,2,4,-1
  └─ Free Cash Flow,9,-26,-14,12,25,23
  └─ CFO/OP,92%,56%,77%,74%,86%,70%
