Metric,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,,,1.12,3.87,2.54,1.49,-0.07,-0.97,-0.55
  └─ Profit from operations,,,2.33,4.72,3.59,2.67,1.08,-1.03,0.46
  └─ Receivables,,,-0.11,0.02,0.09,-0.04,0.09,0.04,-0.05
  └─ Inventory,,,-0.00,-0.00,-0.03,0.04,-0.04,-0.16,0.05
  └─ Payables,,,0.02,-0.04,0.16,-0.31,-0.48,0.07,-0.57
  └─ Other WC items,,,-0.20,0.05,0.05,0.02,0.07,0.29,-0.37
  └─ Working capital changes,,,-0.28,0.02,0.27,-0.28,-0.36,0.24,-0.94
  └─ Direct taxes,,,-0.93,-0.87,-1.32,-0.90,-0.79,-0.18,-0.07
Cash from Investing Activity,,,-0.96,-3.94,-2.77,-1.21,2.32,0.74,0.53
  └─ Fixed assets purchased,,,-0.70,-0.99,-0.82,-1.98,-0.44,-0.86,-0.54
  └─ Fixed assets sold,,,0.00,0.52,0.02,0.26,0.00,0.00,0.09
  └─ Capital WIP,,,0.00,0.00,0.00,0.32,0.18,0.00,0.00
  └─ Investments purchased,,,0.00,-3.03,-1.31,0.00,0.00,0.00,0.00
  └─ Investments sold,,,0.17,0.00,0.00,0.22,0.00,0.00,0.72
  └─ Investment income,,,0.00,0.00,0.00,0.00,2.18,2.81,0.00
  └─ Interest received,,,0.05,0.04,0.04,0.04,0.04,0.03,0.03
  └─ Other investing items,,,-0.47,-0.48,-0.72,-0.06,0.34,-1.24,0.22
Cash from Financing Activity,,,0.13,0.05,0.11,-0.14,-2.61,-0.14,0.13
  └─ Proceeds from borrowings,,,0.20,0.10,0.16,0.00,0.00,0.00,0.18
  └─ Repayment of borrowings,,,-0.01,0.00,0.00,-0.08,-0.16,-0.10,0.00
  └─ Interest paid fin,,,-0.06,-0.05,-0.05,-0.06,-0.05,-0.03,-0.04
  └─ Dividends paid,,,0.00,0.00,0.00,0.00,-2.40,0.00,0.00
Net Cash Flow,,,0.29,-0.02,-0.12,0.15,-0.37,-0.37,0.11
  └─ Free Cash Flow,,,0.42,3.40,1.74,0.09,-0.33,-1.83,-1.00
  └─ CFO/OP,,,91%,109%,123%,124%,65%,81%,117%
