Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,564,497,1419,1514,350,739,432,781,1356,2161,2084,2426
  └─ Profit from operations,795,826,872,793,1006,989,517,769,1569,2183,2149,2641
  └─ Receivables,-159,-181,274,-112,-86,-216,-46,-53,4,-48,27,-83
  └─ Inventory,-37,-146,378,284,-237,83,48,18,-444,338,8,-2
  └─ Payables,54,132,-62,570,-252,-9,-99,104,436,18,-45,8
  └─ Other WC items,0,0,0,0,0,0,0,0,0,-14,229,167
  └─ Working capital changes,-142,-194,590,742,-575,-142,-97,70,-4,294,219,90
  └─ Direct taxes,-89,-135,-44,-21,-80,-108,12,-58,-209,-317,-285,-305
Cash from Investing Activity,-102,-377,-354,-1825,-1394,-362,-950,-2841,-1528,-1859,-2162,-1646
  └─ Fixed assets purchased,-120,-386,-185,-1501,-1465,-742,-157,-1259,-1826,-1674,-2617,-1397
  └─ Fixed assets sold,13,1,0,0,4,0,34,32,1,1,2,1
  └─ Investments purchased,-247,5,-268,-1757,-1313,-913,-1586,-3582,-3299,-2523,-2660,-3655
  └─ Investments sold,115,5,25,1415,1464,1084,1087,1905,4547,2223,3072,3671
  └─ Interest received,18,17,28,11,44,59,43,44,37,48,51,44
  └─ Dividends received,2,1,0,1,4,3,0,1,2,1,1,1
  └─ Acquisition of companies,0,0,0,0,0,0,0,0,-0,0,-50,0
  └─ Inter corporate deposits,4,-31,45,5,10,6,-2,-70,39,-13,47,14
  └─ Other investing items,113,12,0,0,-143,141,-370,88,-1029,79,-6,-324
Cash from Financing Activity,-455,-71,-1108,277,1053,-287,522,2228,132,-299,-47,-731
  └─ Proceeds from shares,3,276,2,2,5,5,1091,10,5,6,5,5
  └─ Proceeds from borrowings,1301,1501,495,1642,716,130,0,1433,1977,1050,450,2093
  └─ Repayment of borrowings,-1305,-994,-764,-1601,-186,-65,-223,-1513,-2079,-885,-293,-1335
  └─ Interest paid fin,-402,-447,-432,-352,-333,-302,-368,-279,-367,-381,-345,-348
  └─ Dividends paid,-37,-73,-8,-44,-48,-56,-0,-17,-43,-90,-90,-89
  └─ Financial liabilities,0,0,0,0,0,0,0,0,0,0,0,-7
  └─ Application money refund,-15,0,0,0,0,0,0,-2,-124,0,0,0
  └─ Other financing items,0,-334,-401,630,899,2,22,2597,763,0,225,-1049
Net Cash Flow,7,50,-43,-33,9,90,3,167,-40,3,-126,50
  └─ Free Cash Flow,456,112,1234,13,-1110,-3,309,-447,-468,488,-532,1029
  └─ CFO/OP,86%,80%,171%,196%,43%,87%,84%,114%,103%,114%,110%,104%
