Metric,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,0,118,75,85,43
  └─ Profit from operations,-0.01,172.81,48.89,42.23,49.20
  └─ Receivables,0.00,1.13,15.04,14.61,2.41
  └─ Inventory,0.00,0.00,0.51,0.02,0.00
  └─ Payables,0.01,12.01,18.07,9.72,8.41
  └─ Loans Advances,0.00,0.23,0.43,3.35,0.05
  └─ Other WC items,0.00,-57.49,14.41,34.14,-8.97
  └─ Working capital changes,0.01,-44.12,48.46,61.84,1.90
  └─ Direct taxes,0.00,-10.26,-22.21,-18.90,-7.84
Cash from Investing Activity,0,-64,-26,28,-86
  └─ Fixed assets purchased,0,-86,-285,-181,-75
  └─ Fixed assets sold,0,10,141,71,16
  └─ Investments purchased,0,-31,-588,-126,-188
  └─ Investments sold,0,127,380,444,179
  └─ Interest received,0,2,0,0,0
  └─ Redemp n Canc of Shares,0,0,230,21,0
  └─ Acquisition of companies,0,0,-50,0,0
  └─ Inter corporate deposits,0,0,-0,0,0
  └─ Other investing items,0,-87,145,-200,-18
Cash from Financing Activity,0,-38,-56,-78,0
  └─ Proceeds from borrowings,0.00,111.58,0.00,0.00,0.00
  └─ Repayment of borrowings,0.00,-90.93,-49.44,-59.49,0.00
  └─ Interest paid fin,0.00,-57.54,-6.66,-2.32,0.00
  └─ Dividends paid,0.00,0.00,0.00,-12.27,0.00
  └─ Financial liabilities,0.00,-0.67,0.00,0.00,0.00
  └─ Other financing items,0.00,-0.54,0.00,-4.42,0.00
Net Cash Flow,0,16,-7,35,-43
  └─ Free Cash Flow,0,43,-69,-25,-16
  └─ CFO/OP,0%,172%,180%,286%,112%
