Metric,Mar 2016,Mar 2017,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,-237,-450,,,-51,175,-108,691,-51,43
  └─ Profit from operations,172,170,,,55,90,175,396,349,65
  └─ Receivables,-55,-359,,,-42,-37,-66,-69,-226,21
  └─ Inventory,-7,-49,,,-4,-3,-12,-25,2,-5
  └─ Payables,-6,123,,,-94,96,-142,-47,-186,-16
  └─ Loans Advances,0,0,,,-1,0,0,0,0,0
  └─ Operating borrowings,-375,-210,,,0,-1,0,-0,0,0
  └─ Other WC items,74,-97,,,58,30,-43,427,10,-21
  └─ Working capital changes,-369,-594,,,-83,84,-264,286,-400,-21
  └─ Direct taxes,-40,-27,,,-24,0,-19,9,-0,-2
Cash from Investing Activity,-24,182,,,12,-23,152,65,374,-64
  └─ Fixed assets purchased,-41,-64,,,-20,-59,-51,-79,-29,-6
  └─ Fixed assets sold,9,9,,,57,0,118,2,6,1
  └─ Investments purchased,0,0,,,-21,0,-42,-35,-4,0
  └─ Investments sold,7,24,,,0,42,105,91,515,10
  └─ Interest received,0,3,,,2,24,38,0,0,0
  └─ Dividends received,0,0,,,0,0,0,104,0,0
  └─ Invest in subsidiaries,0,0,,,0,-34,0,0,0,0
  └─ Redemp n Canc of Shares,0,0,,,11,1,0,0,0,0
  └─ Other investing items,0,211,,,-17,3,-17,-17,-115,-70
Cash from Financing Activity,263,314,,,36,-159,-23,-688,-408,8
  └─ Proceeds from shares,0,0,,,20,136,32,2,6,0
  └─ Proceeds from borrowings,314,402,,,66,0,16,0,0,57
  └─ Repayment of borrowings,0,0,,,0,-41,0,-499,-248,0
  └─ Proceeds from deposits,6,3,,,33,0,4,3,0,0
  └─ Interest paid fin,-58,-90,,,-73,-170,-182,-142,-121,-50
  └─ Financial liabilities,0,0,,,-1,-1,-0,0,0,0
  └─ Share application money,1,0,,,16,-41,0,-96,0,0
  └─ Application money refund,0,-0,,,0,0,92,0,0,0
  └─ Other financing items,0,0,,,-26,-41,16,43,-45,0
Net Cash Flow,2,46,,,-3,-7,21,68,-84,-13
  └─ Free Cash Flow,-268,-506,,,-14,116,-40,613,-74,39
  └─ CFO/OP,-135%,-231%,,,-64%,244%,-172%,464%,23%,232%
