Metric,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Mar 2019
Cash from Operating Activity,3,-2,1,48,27,84,55,
  └─ Profit from operations,-1,8,16,34,57,74,92,0
  └─ Receivables,11,-25,1,-1,-56,-6,-7,8
  └─ Inventory,3,-5,-9,-18,10,-15,-3,4
  └─ Payables,-4,21,8,35,28,30,-6,1
  └─ Other WC items,-6,2,-11,3,-1,16,-21,-8
  └─ Working capital changes,5,-7,-11,20,-19,25,-37,5
  └─ Direct taxes,-1,-3,-4,-5,-10,-15,0,-0
Cash from Investing Activity,-10,1,-4,-35,-6,-42,-59,
  └─ Fixed assets purchased,-0,-15,-29,-46,-34,-48,-73,-0
  └─ Fixed assets sold,0,0,0,0,0,0,0,0
  └─ Investments purchased,0,0,0,-1,-0,-16,-10,0
  └─ Investments sold,0,0,0,0,1,17,0,35
  └─ Interest received,5,6,4,4,2,3,1,0
  └─ Dividends received,1,1,1,1,2,1,2,0
  └─ Other investing items,-16,9,21,8,24,-0,21,0
Cash from Financing Activity,-1,-1,0,-5,-8,-12,-14,
  └─ Proceeds from shares,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.01
  └─ Proceeds from borrowings,0.00,0.00,1.98,0.00,0.00,0.00,0.00,0.00
  └─ Repayment of borrowings,0.00,0.00,0.00,-0.31,-0.39,-2.46,0.00,0.00
  └─ Interest paid fin,-0.15,-0.12,-0.72,-2.01,-2.61,-2.48,-3.28,-0.01
  └─ Dividends paid,0.00,0.00,-0.59,-1.47,-2.94,-4.42,-6.48,0.00
  └─ Financial liabilities,-0.43,-0.45,-0.52,-1.66,-2.41,-3.06,-3.84,0.00
Net Cash Flow,-7,-1,-3,8,13,29,-18,
  └─ Free Cash Flow,3,-16,-28,2,-7,36,-19,
  └─ CFO/OP,-598%,12%,32%,163%,67%,135%,60%,
