Metric,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024
Cash from Operating Activity,78,121,6,48,117,68,72,7,25
  └─ Profit from operations,78.59,108.96,-22.29,88.61,63.86,72.82,57.94,11.89,38.60
  └─ Receivables,-37.98,22.10,-24.58,-57.97,42.40,4.03,18.60,-4.26,12.15
  └─ Inventory,45.58,-100.76,63.75,-143.81,-70.15,85.83,-0.48,13.28,-33.09
  └─ Payables,-16.50,74.05,-5.16,223.37,105.26,-89.29,-67.61,-24.25,17.32
  └─ Loans Advances,20.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Other WC items,-10.04,12.33,-7.39,-58.11,-21.06,-9.33,65.86,16.25,-8.02
  └─ Working capital changes,1.85,7.71,26.62,-36.51,56.45,-8.76,16.37,1.02,-11.64
  └─ Direct taxes,-2.67,3.93,1.28,-3.73,-3.66,4.43,-2.01,-5.98,-1.49
Cash from Investing Activity,-83,-63,53,0,-17,7,-11,-5,-2
  └─ Fixed assets purchased,-84.65,-9.62,-8.77,-5.19,-14.38,-5.33,-8.46,-9.83,-12.80
  └─ Fixed assets sold,0.00,0.05,0.31,0.02,0.10,0.00,0.36,0.13,1.88
  └─ Investments purchased,-66.06,0.00,-3.76,0.00,-2.08,0.00,-5.94,-35.50,-33.00
  └─ Investments sold,50.40,0.01,0.00,4.15,0.00,5.95,0.00,35.56,33.28
  └─ Interest received,2.38,4.61,2.17,2.50,0.27,0.85,0.35,5.11,8.53
  └─ Other investing items,14.88,-57.58,63.24,-1.14,-0.49,5.40,2.35,-0.05,0.14
Cash from Financing Activity,16,-55,-64,-61,-70,-65,-82,-15,-18
  └─ Proceeds from shares,32.66,0.00,3.14,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Proceeds from debentures,14.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Repayment of borrowings,79.25,-28.63,-36.47,-34.46,-29.08,-34.90,-35.91,-2.78,-2.47
  └─ Interest paid fin,-110.06,-26.45,-30.29,-28.25,-34.84,-20.45,-44.79,-5.40,-3.69
  └─ Other financing items,0.00,0.00,0.00,2.13,-5.72,-9.50,-0.80,-6.90,-11.50
Net Cash Flow,11,3,-5,-12,30,10,-21,-13,6
  └─ Free Cash Flow,-7,111,-3,43,102,63,64,-3,15
  └─ CFO/OP,96%,150%,-9%,61%,212%,99%,147%,144%,84%
