Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,416,440,359,308,324,319,330,850,1583,-146,261,315
  └─ Profit from operations,466,513,476,416,455,579,695,1691,1309,525,591,228
  └─ Receivables,-160,20,-173,-27,-132,-184,-823,-1063,1025,-366,-63,-59
  └─ Inventory,-0,0,0,0,0,0,0,0,0,0,0,0
  └─ Payables,0,13,118,-24,532,0,0,0,0,-83,196,36
  └─ Loans Advances,-3,0,0,0,0,0,0,0,0,0,0,0
  └─ Other WC items,161,-19,7,3,-469,7,556,506,-438,-80,-359,79
  └─ Working capital changes,-2,13,-48,-48,-69,-177,-267,-556,587,-529,-225,56
  └─ Direct taxes,-48,-86,-70,-60,-62,-82,-98,-284,-314,-141,-104,31
Cash from Investing Activity,-16,-191,-285,-18,-295,-998,44,-563,-382,-317,93,56
  └─ Fixed assets purchased,-47,-140,-139,-70,-388,-803,-218,-264,-101,-148,-84,-24
  └─ Fixed assets sold,3,23,43,40,36,51,95,81,6,6,46,26
  └─ Investments purchased,-330,-441,-1136,-700,-1024,-845,-186,-654,-909,-308,-518,0
  └─ Investments sold,452,389,1124,684,1117,870,293,482,816,465,555,3
  └─ Interest received,4,4,5,1,4,6,14,18,24,53,19,-1
  └─ Dividends received,1,1,4,0,5,0,6,15,17,16,5,0
  └─ Investment in group cos,-13,0,-131,0,0,-207,-23,0,0,0,0,0
  └─ Redemp n Canc of Shares,0,0,0,0,0,9,0,0,0,39,104,0
  └─ Acquisition of companies,-52,-0,-3,-1,0,0,0,0,0,0,0,0
  └─ Inter corporate deposits,0,0,0,0,0,-28,0,0,0,0,0,0
  └─ Other investing items,-33,-28,-52,29,-45,-51,63,-241,-235,-440,-34,52
Cash from Financing Activity,-394,-200,-84,-222,-75,738,-316,-19,-857,-46,-187,-373
  └─ Proceeds from shares,0,0,0,0,0,0,0,0,0,0,0,0
  └─ Proceeds from debentures,0,0,0,0,0,88,0,0,0,0,0,0
  └─ Proceeds from borrowings,238,273,297,2,198,1198,545,451,264,1004,569,0
  └─ Repayment of borrowings,-573,-353,-197,-149,-82,-326,-601,-192,-778,-713,-216,-132
  └─ Proceeds from deposits,0,0,0,0,0,0,0,0,0,0,0,0
  └─ Interest paid fin,-55,-43,-32,-22,-24,-70,-120,-117,-50,-74,-84,-62
  └─ Dividends paid,-43,-72,-7,-6,-3,-8,-4,0,-92,-30,-213,0
  └─ Financial liabilities,0,-4,-10,-2,-0,-55,-80,-85,-136,-232,-242,-179
  └─ Other financing items,39,0,-136,-45,-163,-89,-57,-77,-65,-2,-0,0
Net Cash Flow,6,50,-11,68,-45,60,58,268,344,-509,167,-2
  └─ Free Cash Flow,372,324,262,278,-27,-432,206,668,1487,-287,223,317
  └─ CFO/OP,96%,103%,91%,94%,84%,78%,67%,89%,166%,-1%,69%,122%
