Metric,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,14128,-5978,17364,10966,14042,2679,3563,11543,14465,6817
  └─ Profit from operations,1920,1578,1177,2418,2974,3880,5722,7151,8436,8516
  └─ Inventory,0,0,0,0,3033,0,0,0,0,0
  └─ Loans Advances,-3811,-3073,0,0,0,0,-36200,-45216,-43820,-52866
  └─ Operating investments,-16094,-9901,3514,15262,0,1947,-4344,-5030,-2636,8322
  └─ Operating Deposits,31879,7942,22314,-5275,23457,17003,38930,56101,51440,42302
  └─ Other WC items,478,-2175,-9696,-1290,-15941,-20286,-188,-655,1247,796
  └─ Working capital changes,12452,-7208,16133,8697,10550,-1336,-1803,5200,6231,-1445
  └─ Direct taxes,-244,-348,54,-149,518,135,-356,-807,-201,-254
Cash from Investing Activity,-4918,-1027,-494,-3790,-2833,-2960,-11996,-9887,-3174,-14143
  └─ Fixed assets purchased,-270,-174,-276,-428,-586,-482,-1188,-1374,-919,-777
  └─ Fixed assets sold,2,3,4,8,37,3,8,210,33,28
  └─ Investments purchased,-4525,-857,-1093,-3371,-2284,-2481,-10816,-8723,-2592,-13394
  └─ Acquisition of companies,-126,0,0,0,0,0,0,0,0,0
  └─ Other investing items,0,0,871,0,0,0,0,0,304,0
Cash from Financing Activity,-6974,6742,-12220,-12539,-9598,10211,6509,-2954,-8673,4972
  └─ Proceeds from shares,26,24,2,48,2013,3034,2260,3323,3279,7619
  └─ Proceeds from debentures,0,0,0,0,0,1500,1500,1500,0,0
  └─ Proceeds from borrowings,0,0,0,0,0,5677,2749,0,0,0
  └─ Repayment of borrowings,0,0,-11910,-12586,-11611,0,0,-7776,-11952,-2351
  └─ Dividends paid,-102,-307,-308,0,0,0,0,0,0,-296
  └─ Other financing items,-6898,7025,-5,0,0,0,0,0,0,0
Net Cash Flow,2236,-263,4649,-5363,1610,9929,-1924,-1298,2618,-2355
  └─ Free Cash Flow,13861,-6148,17092,10546,13492,2200,2383,10379,13579,6067
  └─ CFO/OP,201%,-77%,231%,172%,187%,52%,42%,99%,113%,53%
