Metric,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,0,1,-14,6,4,-10,6,-7,17
  └─ Profit from operations,0.05,1.01,3.10,4.92,5.25,5.58,6.10,8.62,3.44
  └─ Receivables,0.00,-5.14,-16.30,4.79,0.84,-15.71,9.64,-9.65,-1.41
  └─ Inventory,0.00,-0.63,-8.05,-0.43,1.23,-1.00,-1.56,1.20,-0.27
  └─ Payables,0.00,4.30,9.06,-3.42,-2.18,3.02,-6.89,2.97,6.78
  └─ Loans Advances,-0.27,1.60,-1.18,1.18,0.00,0.00,0.00,0.00,1.01
  └─ Operating borrowings,0.00,0.00,0.58,0.35,-0.24,-0.10,0.00,0.00,0.00
  └─ Other WC items,0.24,-0.01,4.05,-0.79,0.13,-0.60,-0.42,-8.43,9.36
  └─ Working capital changes,-0.03,0.12,-11.83,1.68,-0.23,-14.39,0.77,-13.92,15.47
  └─ Direct taxes,0.00,-0.20,-5.09,-0.78,-1.16,-1.30,-1.30,-1.82,-1.84
Cash from Investing Activity,0,0,0,-1,-1,-5,-9,-2,2
  └─ Fixed assets purchased,0.00,0.00,0.00,-0.81,-0.21,-0.42,-1.23,-2.00,-4.64
  └─ Investments purchased,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-3.99,-1.98
  └─ Investments sold,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.28
  └─ Interest received,0.00,0.00,0.00,0.03,0.06,0.30,0.15,0.26,0.39
  └─ Other investing items,0.00,0.00,0.00,-0.16,-1.15,-5.26,-7.46,3.54,2.15
Cash from Financing Activity,0,0,13,-5,-1,20,-0,9,-16
  └─ Proceeds from shares,0.00,0.00,0.00,0.00,0.00,24.94,0.00,0.00,0.00
  └─ Proceeds from borrowings,0.00,0.09,13.42,2.67,0.00,0.11,0.48,12.07,0.00
  └─ Repayment of borrowings,0.00,0.00,0.00,-6.53,-0.33,-4.03,-0.35,0.00,-7.40
  └─ Interest paid fin,0.00,0.00,0.00,-1.28,-0.87,-0.62,-0.49,-1.00,-8.16
  └─ Dividends paid,0.00,0.00,0.00,0.00,0.00,0.00,-0.10,0.00,0.00
  └─ Other financing items,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-2.45,0.00
Net Cash Flow,0,1,-0,-0,1,5,-3,-1,4
  └─ Free Cash Flow,0,1,-14,5,4,-11,4,-9,12
  └─ CFO/OP,-6%,171%,-200%,138%,100%,-167%,118%,-63%,635%
