Metric,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,-70,-66,-75,-38
  └─ Profit from operations,1,10,30,66
  └─ Receivables,0,-4,-4,-0
  └─ Inventory,-99,-72,-107,-110
  └─ Payables,9,14,4,71
  └─ Loans Advances,-28,-2,-34,-88
  └─ Other WC items,47,-12,45,47
  └─ Working capital changes,-71,-76,-95,-79
  └─ Direct taxes,-0,-0,-10,-25
Cash from Investing Activity,-2,-0,-1,-10
  └─ Fixed assets purchased,-1.00,0.00,-0.19,-0.58
  └─ Investments purchased,-0.73,-1.08,-5.84,0.00
  └─ Interest received,0.03,0.99,4.58,12.58
  └─ Other investing items,0.00,0.00,0.00,-21.65
Cash from Financing Activity,75,65,85,72
  └─ Proceeds from shares,0,47,0,0
  └─ Proceeds from borrowings,75,53,134,72
  └─ Repayment of borrowings,0,-35,-48,0
  └─ Dividends paid,0,0,-0,-1
  └─ Financial liabilities,0,-0,0,0
Net Cash Flow,3,-2,9,24
  └─ Free Cash Flow,-71,-66,-75,-39
  └─ CFO/OP,-7948%,-679%,-212%,-19%
