Metric,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,0,-0,1,0,1,-3,-6,-14
  └─ Profit from operations,2.92,1.53,2.53,2.42,3.57,6.26,10.94,13.88
  └─ Receivables,-0.14,-1.34,0.53,-2.00,-0.73,-4.56,-12.54,-14.00
  └─ Payables,-1.79,0.59,-0.95,0.97,-1.32,0.59,-1.91,5.96
  └─ Loans Advances,2.49,-0.44,-0.51,-0.66,0.63,0.00,0.00,-15.51
  └─ Operating borrowings,0.00,0.00,0.00,0.00,0.00,-4.01,-2.64,0.00
  └─ Other WC items,-0.84,-0.28,-0.34,0.22,-0.08,0.32,2.07,0.08
  └─ Working capital changes,-0.28,-1.46,-1.27,-1.47,-1.50,-7.66,-15.02,-23.47
  └─ Direct taxes,-2.17,-0.20,-0.72,-0.78,-1.15,-1.58,-2.41,-4.24
Cash from Investing Activity,-0,1,-0,-0,-0,-17,-10,7
  └─ Fixed assets purchased,-0.06,-0.03,-0.18,-0.56,-0.21,-2.12,-1.96,-1.60
  └─ Investments purchased,-0.45,0.00,0.00,0.00,0.00,-14.71,-8.24,0.00
  └─ Investments sold,0.00,0.25,0.00,0.00,0.00,0.00,0.00,9.09
  └─ Interest received,0.04,0.33,0.13,0.15,0.13,0.00,0.00,0.00
  └─ Other investing items,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.06
Cash from Financing Activity,0,-1,-0,1,-1,24,11,23
  └─ Proceeds from shares,0.00,0.00,0.00,0.00,0.00,24.95,0.00,4.65
  └─ Proceeds from borrowings,0.33,0.00,0.00,1.00,0.00,0.00,0.45,20.32
  └─ Repayment of borrowings,0.00,-0.52,-0.14,0.00,-0.76,-0.56,0.00,0.00
  └─ Interest paid fin,-0.32,-0.05,-0.16,-0.16,-0.41,-0.06,-0.13,-1.10
  └─ Dividends paid,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.57
  └─ Other financing items,0.00,0.00,0.00,0.00,0.00,0.00,10.60,0.06
Net Cash Flow,0,-0,0,1,-0,4,-6,17
  └─ Free Cash Flow,0,-0,0,-0,1,-5,-8,-15
  └─ CFO/OP,90%,4%,49%,38%,55%,-26%,-39%,-70%
