Metric,Mar 2006,Mar 2007,Mar 2008
Cash from Operating Activity,-3.11,2.41,3.56
  └─ Profit from operations,-5.65,-7.29,-9.99
  └─ Receivables,-6.79,12.92,13.90
  └─ Inventory,15.76,0.65,2.84
  └─ Payables,-4.82,-5.04,-2.67
  └─ Working capital changes,4.15,8.53,14.07
  └─ Direct taxes,-1.64,1.37,-0.54
  └─ Exceptional CF items,0.03,-0.20,0.02
Cash from Investing Activity,4.20,12.76,9.06
  └─ Fixed assets purchased,-0.46,-0.22,-0.42
  └─ Fixed assets sold,0.04,0.14,0.00
  └─ Investments sold,0.00,7.31,0.00
  └─ Interest received,4.62,5.53,9.48
Cash from Financing Activity,-0.08,-0.70,-1.20
  └─ Proceeds from borrowings,0.18,0.58,0.00
  └─ Repayment of borrowings,-0.18,-0.82,-0.98
  └─ Interest paid fin,-0.08,-0.46,-0.22
Net Cash Flow,1.01,14.47,11.42
  └─ Free Cash Flow,-3.53,2.33,3.14
  └─ CFO/OP,14%,-8%,-33%
